time,filter,magnitude,error
2457609.62733,OGLE-I,13.716,0.003
2457609.64184,OGLE-I,13.715,0.003
2457609.65743,OGLE-I,13.713,0.003
2457609.67456,OGLE-I,13.716,0.003
2457609.69123,OGLE-I,13.714,0.003
2457609.70711,OGLE-I,13.714,0.003
2457609.71984,OGLE-I,13.712,0.003
2457609.73242,OGLE-I,13.711,0.003
2457609.73874,OGLE-I,13.71,0.003
2457609.74831,OGLE-I,13.695,0.003
2457609.75772,OGLE-I,13.702,0.003
2457610.4707,OGLE-I,13.716,0.003
2457610.48599,OGLE-I,13.717,0.003
2457610.50092,OGLE-I,13.72,0.003
2457610.51572,OGLE-I,13.715,0.003
2457610.53135,OGLE-I,13.72,0.003
2457610.55137,OGLE-I,13.72,0.003
2457610.57686,OGLE-I,13.72,0.003
2457610.60121,OGLE-I,13.718,0.003
2457610.61592,OGLE-I,13.717,0.003
2457610.63058,OGLE-I,13.72,0.003
2457610.64518,OGLE-I,13.719,0.003
2457610.65987,OGLE-I,13.72,0.003
2457610.67472,OGLE-I,13.717,0.003
2457610.68937,OGLE-I,13.718,0.003
2457610.7039,OGLE-I,13.715,0.003
2457610.71867,OGLE-I,13.717,0.003
2457611.48416,OGLE-I,13.724,0.003
2457611.52126,OGLE-I,13.72,0.003
2457611.55813,OGLE-I,13.721,0.003
2457611.58008,OGLE-I,13.718,0.003
2457611.6307,OGLE-I,13.72,0.003
2457611.64593,OGLE-I,13.719,0.003
2457611.66083,OGLE-I,13.718,0.003
2457611.67603,OGLE-I,13.713,0.003
2457611.72784,OGLE-I,13.717,0.003
2457611.74248,OGLE-I,13.713,0.003
2457612.49361,OGLE-I,13.717,0.003
2457612.50622,OGLE-I,13.718,0.003
2457612.51889,OGLE-I,13.716,0.003
2457612.53141,OGLE-I,13.717,0.003
2457612.54389,OGLE-I,13.719,0.003
2457612.55845,OGLE-I,13.722,0.003
2457612.57219,OGLE-I,13.718,0.003
2457612.58463,OGLE-I,13.716,0.003
2457612.5972,OGLE-I,13.718,0.003
2457612.6099,OGLE-I,13.713,0.003
2457612.62243,OGLE-I,13.721,0.003
2457612.63485,OGLE-I,13.715,0.003
2457612.64743,OGLE-I,13.715,0.003
2457612.66003,OGLE-I,13.717,0.003
2457612.6727,OGLE-I,13.716,0.003
2457612.68526,OGLE-I,13.716,0.003
2457612.69769,OGLE-I,13.714,0.003
2457612.71032,OGLE-I,13.712,0.003
2457612.72297,OGLE-I,13.706,0.003
2457612.7356,OGLE-I,13.718,0.003
2457612.74708,OGLE-I,13.72,0.003
2457616.49546,OGLE-I,13.721,0.003
2457616.51069,OGLE-I,13.723,0.003
2457616.54357,OGLE-I,13.722,0.003
2457616.5593,OGLE-I,13.721,0.003
2457616.57432,OGLE-I,13.721,0.003
2457616.58928,OGLE-I,13.724,0.003
2457616.60603,OGLE-I,13.721,0.003
2457616.62072,OGLE-I,13.722,0.003
2457616.65422,OGLE-I,13.721,0.003
2457616.68837,OGLE-I,13.723,0.003
2457616.72694,OGLE-I,13.723,0.003
2457616.73751,OGLE-I,13.726,0.003
2457617.49359,OGLE-I,13.718,0.003
2457617.50855,OGLE-I,13.724,0.003
2457617.52423,OGLE-I,13.722,0.003
2457617.54026,OGLE-I,13.724,0.003
2457617.55643,OGLE-I,13.724,0.003
2457617.57132,OGLE-I,13.724,0.003
2457617.58603,OGLE-I,13.723,0.003
2457617.60063,OGLE-I,13.724,0.003
2457617.61519,OGLE-I,13.722,0.003
2457617.6298,OGLE-I,13.72,0.003
2457617.64439,OGLE-I,13.723,0.003
2457617.65896,OGLE-I,13.723,0.003
2457617.6737,OGLE-I,13.725,0.003
2457617.68815,OGLE-I,13.723,0.003
2457617.70279,OGLE-I,13.719,0.003
2457617.7169,OGLE-I,13.723,0.003
2457617.72865,OGLE-I,13.726,0.003
2457618.47254,OGLE-I,13.719,0.003
2457618.48738,OGLE-I,13.714,0.003
2457618.50162,OGLE-I,13.72,0.003
2457618.51768,OGLE-I,13.715,0.003
2457618.53348,OGLE-I,13.722,0.003
2457618.54887,OGLE-I,13.716,0.003
2457618.56319,OGLE-I,13.719,0.003
2457618.5778,OGLE-I,13.72,0.003
2457618.59225,OGLE-I,13.719,0.003
2457618.6068,OGLE-I,13.719,0.003
2457618.6214,OGLE-I,13.717,0.003
2457618.63605,OGLE-I,13.717,0.003
2457618.65053,OGLE-I,13.718,0.003
2457618.66507,OGLE-I,13.722,0.003
2457618.67974,OGLE-I,13.715,0.003
2457618.69236,OGLE-I,13.717,0.003
2457618.7049,OGLE-I,13.717,0.003
2457618.71745,OGLE-I,13.717,0.003
2457618.73008,OGLE-I,13.716,0.003
2457619.52086,OGLE-I,13.718,0.003
2457619.53604,OGLE-I,13.718,0.003
2457619.5538,OGLE-I,13.719,0.003
2457619.57749,OGLE-I,13.72,0.003
2457621.47099,OGLE-I,13.72,0.003
2457621.48601,OGLE-I,13.717,0.003
2457621.5182,OGLE-I,13.725,0.003
2457621.53461,OGLE-I,13.716,0.003
2457621.54978,OGLE-I,13.719,0.003
2457621.5647,OGLE-I,13.72,0.003
2457621.57964,OGLE-I,13.716,0.003
2457621.60007,OGLE-I,13.717,0.003
2457621.61464,OGLE-I,13.715,0.003
2457621.63466,OGLE-I,13.72,0.003
2457621.64931,OGLE-I,13.718,0.003
2457621.66428,OGLE-I,13.719,0.003
2457621.67897,OGLE-I,13.72,0.003
2457621.69597,OGLE-I,13.718,0.003
2457622.47021,OGLE-I,13.717,0.003
2457622.48543,OGLE-I,13.71,0.003
2457622.50736,OGLE-I,13.719,0.003
2457622.5232,OGLE-I,13.715,0.003
2457622.53849,OGLE-I,13.714,0.003
2457622.55657,OGLE-I,13.705,0.003
2457622.57136,OGLE-I,13.714,0.003
2457622.58698,OGLE-I,13.724,0.003
2457622.61093,OGLE-I,13.721,0.003
2457622.63509,OGLE-I,13.721,0.003
2457622.64979,OGLE-I,13.717,0.003
2457622.6646,OGLE-I,13.718,0.003
2457622.67971,OGLE-I,13.715,0.003
2457622.69223,OGLE-I,13.722,0.003
2457622.70811,OGLE-I,13.721,0.003
2457622.71759,OGLE-I,13.719,0.003
2457623.47048,OGLE-I,13.718,0.003
2457623.48581,OGLE-I,13.715,0.003
2457623.50191,OGLE-I,13.72,0.003
2457623.51704,OGLE-I,13.72,0.003
2457623.53262,OGLE-I,13.718,0.003
2457623.54724,OGLE-I,13.716,0.003
2457623.57167,OGLE-I,13.718,0.003
2457623.59593,OGLE-I,13.721,0.003
2457623.61076,OGLE-I,13.719,0.003
2457623.62532,OGLE-I,13.718,0.003
2457623.64013,OGLE-I,13.719,0.003
2457623.65483,OGLE-I,13.72,0.003
2457623.66947,OGLE-I,13.717,0.003
2457623.68417,OGLE-I,13.717,0.003
2457623.69822,OGLE-I,13.719,0.003
2457623.71097,OGLE-I,13.716,0.003
2457624.47275,OGLE-I,13.718,0.003
2457624.48776,OGLE-I,13.722,0.003
2457624.50273,OGLE-I,13.721,0.003
2457624.51929,OGLE-I,13.72,0.003
2457624.54459,OGLE-I,13.718,0.003
2457624.56873,OGLE-I,13.722,0.003
2457624.58398,OGLE-I,13.715,0.003
2457624.60215,OGLE-I,13.719,0.003
2457624.61719,OGLE-I,13.716,0.003
2457624.63216,OGLE-I,13.725,0.003
2457624.64877,OGLE-I,13.721,0.003
2457624.66398,OGLE-I,13.722,0.003
2457624.67883,OGLE-I,13.717,0.003
2457625.47454,OGLE-I,13.71,0.003
2457625.48981,OGLE-I,13.714,0.003
2457625.50582,OGLE-I,13.717,0.003
2457625.52924,OGLE-I,13.717,0.003
2457625.55329,OGLE-I,13.719,0.003
2457625.57762,OGLE-I,13.715,0.003
2457625.59234,OGLE-I,13.719,0.003
2457625.60698,OGLE-I,13.72,0.003
2457625.62148,OGLE-I,13.712,0.003
2457625.6363,OGLE-I,13.716,0.003
2457625.65115,OGLE-I,13.718,0.003
2457625.67017,OGLE-I,13.718,0.003
2457625.67378,OGLE-I,13.715,0.003
2457626.47734,OGLE-I,13.717,0.003
2457626.49264,OGLE-I,13.718,0.003
2457626.50804,OGLE-I,13.709,0.003
2457626.52477,OGLE-I,13.716,0.003
2457626.53997,OGLE-I,13.715,0.003
2457626.56277,OGLE-I,13.722,0.003
2457626.59028,OGLE-I,13.716,0.003
2457626.61459,OGLE-I,13.717,0.003
2457626.6294,OGLE-I,13.718,0.003
2457626.64425,OGLE-I,13.719,0.003
2457626.65905,OGLE-I,13.719,0.003
2457626.67414,OGLE-I,13.72,0.003
2457630.47591,OGLE-I,13.717,0.003
2457630.50146,OGLE-I,13.716,0.003
2457630.52764,OGLE-I,13.719,0.003
2457630.54257,OGLE-I,13.722,0.003
2457630.55735,OGLE-I,13.714,0.003
2457630.57247,OGLE-I,13.719,0.003
2457630.5872,OGLE-I,13.714,0.003
2457630.60172,OGLE-I,13.715,0.003
2457630.61667,OGLE-I,13.722,0.003
2457630.63179,OGLE-I,13.718,0.003
2457630.64643,OGLE-I,13.718,0.003
2457630.66088,OGLE-I,13.717,0.003
2457631.47372,OGLE-I,13.717,0.003
2457631.49448,OGLE-I,13.721,0.003
2457631.51906,OGLE-I,13.721,0.003
2457631.53446,OGLE-I,13.717,0.003
2457631.54966,OGLE-I,13.72,0.003
2457631.56435,OGLE-I,13.71,0.003
2457631.57902,OGLE-I,13.718,0.003
2457631.59432,OGLE-I,13.719,0.003
2457631.60899,OGLE-I,13.718,0.003
2457631.62346,OGLE-I,13.725,0.003
2457631.63802,OGLE-I,13.719,0.003
2457631.65257,OGLE-I,13.702,0.003
2457632.47327,OGLE-I,13.716,0.003
2457632.49385,OGLE-I,13.715,0.003
2457632.51847,OGLE-I,13.718,0.003
2457632.53384,OGLE-I,13.716,0.003
2457632.54891,OGLE-I,13.715,0.003
2457632.56385,OGLE-I,13.711,0.003
2457632.57923,OGLE-I,13.715,0.003
2457632.59416,OGLE-I,13.716,0.003
2457632.6088,OGLE-I,13.716,0.003
2457632.62341,OGLE-I,13.716,0.003
2457632.63779,OGLE-I,13.712,0.003
2457632.65153,OGLE-I,13.714,0.003
2457633.5399,OGLE-I,13.714,0.003
2457633.561,OGLE-I,13.718,0.003
2457633.57625,OGLE-I,13.715,0.003
2457633.59122,OGLE-I,13.716,0.003
2457633.60689,OGLE-I,13.718,0.003
2457633.62173,OGLE-I,13.716,0.003
2457633.63658,OGLE-I,13.715,0.003
2457633.6489,OGLE-I,13.714,0.003
2457634.49245,OGLE-I,13.712,0.003
2457634.52257,OGLE-I,13.717,0.003
2457634.53727,OGLE-I,13.716,0.003
2457634.55296,OGLE-I,13.711,0.003
2457634.56775,OGLE-I,13.717,0.003
2457634.58243,OGLE-I,13.718,0.003
2457635.47821,OGLE-I,13.716,0.003
2457635.49967,OGLE-I,13.711,0.003
2457635.51417,OGLE-I,13.718,0.003
2457635.53822,OGLE-I,13.716,0.003
2457635.55302,OGLE-I,13.718,0.003
2457635.57284,OGLE-I,13.718,0.003
2457635.59017,OGLE-I,13.716,0.003
2457635.6077,OGLE-I,13.711,0.003
2457636.47466,OGLE-I,13.717,0.003
2457636.4905,OGLE-I,13.715,0.003
2457636.50746,OGLE-I,13.717,0.003
2457636.52972,OGLE-I,13.714,0.003
2457636.54452,OGLE-I,13.714,0.003
2457636.55935,OGLE-I,13.72,0.003
2457636.57411,OGLE-I,13.72,0.003
2457636.58966,OGLE-I,13.715,0.003
2457636.60448,OGLE-I,13.717,0.003
2457636.61918,OGLE-I,13.715,0.003
2457636.63157,OGLE-I,13.714,0.003
2457636.64568,OGLE-I,13.718,0.003
2457637.47531,OGLE-I,13.72,0.003
2457637.4917,OGLE-I,13.72,0.003
2457637.51721,OGLE-I,13.715,0.003
2457637.53231,OGLE-I,13.717,0.003
2457637.55011,OGLE-I,13.716,0.003
2457637.56508,OGLE-I,13.719,0.003
2457637.57953,OGLE-I,13.718,0.003
2457637.59396,OGLE-I,13.719,0.003
2457637.60865,OGLE-I,13.72,0.003
2457637.62331,OGLE-I,13.713,0.003
2457637.63592,OGLE-I,13.723,0.003
2457638.48168,OGLE-I,13.719,0.003
2457638.49715,OGLE-I,13.716,0.003
2457638.51551,OGLE-I,13.715,0.003
2457638.53019,OGLE-I,13.721,0.003
2457638.54533,OGLE-I,13.719,0.003
2457638.56654,OGLE-I,13.72,0.003
2457638.58937,OGLE-I,13.721,0.003
2457638.62003,OGLE-I,13.723,0.003
2457639.47491,OGLE-I,13.719,0.003
2457639.49667,OGLE-I,13.719,0.003
2457639.51189,OGLE-I,13.717,0.003
2457639.52968,OGLE-I,13.72,0.003
2457639.55433,OGLE-I,13.717,0.003
2457639.56953,OGLE-I,13.721,0.003
2457639.58511,OGLE-I,13.72,0.003
2457639.60017,OGLE-I,13.722,0.003
2457639.6146,OGLE-I,13.716,0.003
2457639.62902,OGLE-I,13.717,0.003
2457643.49383,OGLE-I,13.718,0.003
2457643.52044,OGLE-I,13.717,0.003
2457643.57069,OGLE-I,13.715,0.003
2457643.59836,OGLE-I,13.715,0.003
2457643.61425,OGLE-I,13.723,0.003
2457643.62891,OGLE-I,13.716,0.003
2457644.49744,OGLE-I,13.715,0.003
2457644.51243,OGLE-I,13.711,0.003
2457644.52498,OGLE-I,13.716,0.003
2457644.53732,OGLE-I,13.715,0.003
2457644.54985,OGLE-I,13.714,0.003
2457644.5632,OGLE-I,13.714,0.003
2457644.58017,OGLE-I,13.72,0.003
2457644.60112,OGLE-I,13.714,0.003
2457644.61411,OGLE-I,13.719,0.003
2457645.47834,OGLE-I,13.716,0.003
2457645.49316,OGLE-I,13.717,0.003
2457645.50784,OGLE-I,13.716,0.003
2457645.52226,OGLE-I,13.715,0.003
2457647.48001,OGLE-I,13.722,0.003
2457647.49978,OGLE-I,13.715,0.003
2457647.51459,OGLE-I,13.72,0.003
2457647.53033,OGLE-I,13.719,0.003
2457647.54518,OGLE-I,13.722,0.003
2457647.56029,OGLE-I,13.721,0.003
2457647.5752,OGLE-I,13.715,0.003
2457647.58958,OGLE-I,13.715,0.003
2457647.61141,OGLE-I,13.719,0.003
2457648.49619,OGLE-I,13.717,0.003
2457648.51097,OGLE-I,13.717,0.003
2457648.52535,OGLE-I,13.717,0.003
2457648.54038,OGLE-I,13.72,0.003
2457648.55491,OGLE-I,13.72,0.003
2457648.56984,OGLE-I,13.719,0.003
2457648.58431,OGLE-I,13.714,0.003
2457648.59869,OGLE-I,13.715,0.003
2457648.61315,OGLE-I,13.716,0.003
2457649.4802,OGLE-I,13.705,0.003
2457649.50468,OGLE-I,13.721,0.003
2457649.51996,OGLE-I,13.719,0.003
2457649.53526,OGLE-I,13.719,0.003
2457649.5498,OGLE-I,13.72,0.003
2457649.56478,OGLE-I,13.718,0.003
2457649.58019,OGLE-I,13.717,0.003
2457649.59468,OGLE-I,13.716,0.003
2457649.60938,OGLE-I,13.717,0.003
2457650.54055,OGLE-I,13.718,0.003
2457650.58461,OGLE-I,13.717,0.003
2457651.53219,OGLE-I,13.715,0.003
2457651.58479,OGLE-I,13.713,0.003
2457652.51926,OGLE-I,13.718,0.003
2457652.57505,OGLE-I,13.718,0.003
2457653.52126,OGLE-I,13.716,0.003
2457653.58275,OGLE-I,13.715,0.003
2457654.53487,OGLE-I,13.715,0.003
2457655.55163,OGLE-I,13.726,0.003
2457656.47961,OGLE-I,13.723,0.003
2457656.5647,OGLE-I,13.723,0.003
2457657.51927,OGLE-I,13.719,0.003
2457658.48256,OGLE-I,13.721,0.003
2457659.58218,OGLE-I,13.719,0.003
2457660.53497,OGLE-I,13.718,0.003
2457660.57859,OGLE-I,13.718,0.003
2457661.54146,OGLE-I,13.716,0.003
2457662.48292,OGLE-I,13.715,0.003
2457662.55152,OGLE-I,13.713,0.003
2457664.52074,OGLE-I,13.72,0.003
2457664.56767,OGLE-I,13.715,0.003
2457666.4865,OGLE-I,13.723,0.003
2457666.56713,OGLE-I,13.721,0.003
2457667.56587,OGLE-I,13.723,0.003
2457671.54534,OGLE-I,13.721,0.003
2457673.54301,OGLE-I,13.726,0.003
2457675.54944,OGLE-I,13.72,0.003
2457681.4994,OGLE-I,13.726,0.003
2457683.51506,OGLE-I,13.719,0.003
2457687.51159,OGLE-I,13.715,0.003
2457689.49993,OGLE-I,13.717,0.003
2457690.49579,OGLE-I,13.719,0.003
2457691.50502,OGLE-I,13.722,0.003
2457790.8753,OGLE-I,13.72,0.003
2457791.87039,OGLE-I,13.717,0.003
2457792.86667,OGLE-I,13.723,0.003
2457793.86408,OGLE-I,13.723,0.003
2457794.86901,OGLE-I,13.72,0.003
2457795.877,OGLE-I,13.722,0.003
2457796.89171,OGLE-I,13.733,0.003
2457797.88766,OGLE-I,13.727,0.003
2457798.88903,OGLE-I,13.736,0.003
2457799.88207,OGLE-I,13.728,0.003
2457800.87887,OGLE-I,13.726,0.003
2457801.85941,OGLE-I,13.723,0.003
2457802.84531,OGLE-I,13.724,0.003
2457803.83936,OGLE-I,13.717,0.003
2457803.88598,OGLE-I,13.721,0.003
2457807.85683,OGLE-I,13.718,0.003
2457808.82347,OGLE-I,13.717,0.003
2457809.81778,OGLE-I,13.724,0.003
2457809.86775,OGLE-I,13.726,0.003
2457810.81689,OGLE-I,13.723,0.003
2457810.86268,OGLE-I,13.719,0.003
2457811.82264,OGLE-I,13.716,0.003
2457811.86812,OGLE-I,13.72,0.003
2457812.83768,OGLE-I,13.726,0.003
2457812.88413,OGLE-I,13.727,0.003
2457813.82863,OGLE-I,13.719,0.003
2457814.83824,OGLE-I,13.725,0.003
2457814.88599,OGLE-I,13.726,0.003
2457815.84995,OGLE-I,13.728,0.003
2457815.89687,OGLE-I,13.726,0.003
2457816.84168,OGLE-I,13.726,0.003
2457816.88702,OGLE-I,13.719,0.003
2457817.83833,OGLE-I,13.724,0.003
2457817.8836,OGLE-I,13.728,0.003
2457818.82455,OGLE-I,13.727,0.003
2457818.86968,OGLE-I,13.73,0.003
2457819.80437,OGLE-I,13.72,0.003
2457819.84945,OGLE-I,13.727,0.003
2457819.90177,OGLE-I,13.726,0.003
2457820.85892,OGLE-I,13.729,0.003
2457820.90382,OGLE-I,13.731,0.003
2457821.84196,OGLE-I,13.727,0.003
2457821.88656,OGLE-I,13.725,0.003
2457822.82425,OGLE-I,13.722,0.003
2457822.86894,OGLE-I,13.725,0.003
2457823.80988,OGLE-I,13.722,0.003
2457823.8542,OGLE-I,13.727,0.003
2457823.89885,OGLE-I,13.723,0.003
2457824.85032,OGLE-I,13.722,0.003
2457824.89486,OGLE-I,13.724,0.003
2457825.84203,OGLE-I,13.727,0.003
2457825.88636,OGLE-I,13.727,0.003
2457826.80033,OGLE-I,13.73,0.003
2457826.84556,OGLE-I,13.727,0.003
2457826.89023,OGLE-I,13.73,0.003
2457827.81936,OGLE-I,13.724,0.003
2457827.86373,OGLE-I,13.732,0.003
2457828.83317,OGLE-I,13.727,0.003
2457828.87778,OGLE-I,13.726,0.003
2457829.81057,OGLE-I,13.726,0.003
2457830.78859,OGLE-I,13.729,0.003
2457830.8237,OGLE-I,13.721,0.003
2457830.86614,OGLE-I,13.718,0.003
2457830.90538,OGLE-I,13.728,0.003
2457834.81634,OGLE-I,13.727,0.003
2457834.86346,OGLE-I,13.722,0.003
2457834.91052,OGLE-I,13.727,0.003
2457835.78358,OGLE-I,13.721,0.003
2457835.862,OGLE-I,13.718,0.003
2457835.90888,OGLE-I,13.72,0.003
2457836.7989,OGLE-I,13.728,0.003
2457836.84779,OGLE-I,13.729,0.003
2457836.89483,OGLE-I,13.725,0.003
2457837.76644,OGLE-I,13.729,0.003
2457837.81276,OGLE-I,13.731,0.003
2457837.8593,OGLE-I,13.73,0.003
2457837.90727,OGLE-I,13.726,0.003
2457838.78162,OGLE-I,13.723,0.003
2457838.83715,OGLE-I,13.721,0.003
2457838.88449,OGLE-I,13.72,0.003
2457839.74379,OGLE-I,13.722,0.003
2457839.80304,OGLE-I,13.722,0.003
2457839.84992,OGLE-I,13.724,0.003
2457839.90176,OGLE-I,13.727,0.003
2457840.76118,OGLE-I,13.72,0.003
2457840.81317,OGLE-I,13.719,0.003
2457840.86388,OGLE-I,13.723,0.003
2457840.91241,OGLE-I,13.72,0.003
2457841.78857,OGLE-I,13.717,0.003
2457841.83463,OGLE-I,13.719,0.003
2457841.88325,OGLE-I,13.72,0.003
2457842.73629,OGLE-I,13.712,0.003
2457842.78267,OGLE-I,13.723,0.003
2457842.82854,OGLE-I,13.728,0.003
2457842.87524,OGLE-I,13.723,0.003
2457843.75155,OGLE-I,13.727,0.003
2457843.79762,OGLE-I,13.728,0.003
2457843.85314,OGLE-I,13.722,0.003
2457843.90059,OGLE-I,13.73,0.003
2457844.74798,OGLE-I,13.722,0.003
2457844.80328,OGLE-I,13.723,0.003
2457844.84921,OGLE-I,13.721,0.003
2457844.89723,OGLE-I,13.723,0.003
2457845.74124,OGLE-I,13.719,0.003
2457845.79657,OGLE-I,13.722,0.003
2457845.84271,OGLE-I,13.72,0.003
2457845.8899,OGLE-I,13.724,0.003
2457846.74306,OGLE-I,13.72,0.003
2457846.78867,OGLE-I,13.717,0.003
2457846.83464,OGLE-I,13.722,0.003
2457846.88116,OGLE-I,13.725,0.003
2457847.72272,OGLE-I,13.719,0.003
2457847.76868,OGLE-I,13.723,0.003
2457847.81457,OGLE-I,13.726,0.003
2457847.87103,OGLE-I,13.725,0.003
2457847.92026,OGLE-I,13.723,0.003
2457848.75176,OGLE-I,13.722,0.003
2457848.79765,OGLE-I,13.724,0.003
2457848.84389,OGLE-I,13.723,0.003
2457848.90244,OGLE-I,13.724,0.003
2457849.73394,OGLE-I,13.723,0.003
2457849.78038,OGLE-I,13.727,0.003
2457849.82611,OGLE-I,13.732,0.003
2457849.88362,OGLE-I,13.731,0.003
2457850.7155,OGLE-I,13.727,0.003
2457850.76143,OGLE-I,13.729,0.003
2457850.80782,OGLE-I,13.729,0.003
2457850.86493,OGLE-I,13.734,0.003
2457850.91305,OGLE-I,13.732,0.003
2457851.74845,OGLE-I,13.728,0.003
2457851.79448,OGLE-I,13.724,0.003
2457851.84101,OGLE-I,13.73,0.003
2457851.90049,OGLE-I,13.725,0.003
2457852.82163,OGLE-I,13.718,0.003
2457852.87019,OGLE-I,13.722,0.003
2457853.85724,OGLE-I,13.727,0.003
2457853.9031,OGLE-I,13.729,0.003
2457854.70514,OGLE-I,13.73,0.003
2457854.74851,OGLE-I,13.729,0.003
2457854.80385,OGLE-I,13.732,0.003
2457854.85205,OGLE-I,13.729,0.003
2457854.90095,OGLE-I,13.732,0.003
2457855.74719,OGLE-I,13.729,0.003
2457855.79402,OGLE-I,13.726,0.003
2457855.84173,OGLE-I,13.73,0.003
2457855.90111,OGLE-I,13.734,0.003
2457856.72334,OGLE-I,13.728,0.003
2457856.77126,OGLE-I,13.727,0.003
2457856.82046,OGLE-I,13.73,0.003
2457856.87001,OGLE-I,13.727,0.003
2457857.83448,OGLE-I,13.731,0.003
2457857.87336,OGLE-I,13.727,0.003
2457857.90148,OGLE-I,13.727,0.003
2457858.77038,OGLE-I,13.729,0.003
2457858.78194,OGLE-I,13.729,0.003
2457858.7945,OGLE-I,13.732,0.003
2457858.80719,OGLE-I,13.727,0.003
2457858.8186,OGLE-I,13.73,0.003
2457858.82985,OGLE-I,13.732,0.003
2457858.84118,OGLE-I,13.732,0.003
2457858.85482,OGLE-I,13.725,0.003
2457858.8711,OGLE-I,13.726,0.003
2457858.88395,OGLE-I,13.723,0.003
2457858.90369,OGLE-I,13.728,0.003
2457858.91821,OGLE-I,13.725,0.003
2457862.7151,OGLE-I,13.727,0.003
2457862.76173,OGLE-I,13.728,0.003
2457862.80906,OGLE-I,13.734,0.003
2457862.85754,OGLE-I,13.73,0.003
2457862.91761,OGLE-I,13.732,0.003
2457863.7869,OGLE-I,13.732,0.003
2457863.85851,OGLE-I,13.732,0.003
2457863.91878,OGLE-I,13.731,0.003
2457864.74529,OGLE-I,13.729,0.003
2457864.82888,OGLE-I,13.733,0.003
2457864.88027,OGLE-I,13.734,0.003
2457865.67173,OGLE-I,13.732,0.003
2457865.71741,OGLE-I,13.729,0.003
2457865.76335,OGLE-I,13.731,0.003
2457865.8216,OGLE-I,13.74,0.003
2457866.68254,OGLE-I,13.729,0.003
2457866.72915,OGLE-I,13.727,0.003
2457866.77556,OGLE-I,13.731,0.003
2457866.89312,OGLE-I,13.733,0.003
2457867.70138,OGLE-I,13.723,0.003
2457867.74819,OGLE-I,13.722,0.003
2457867.80407,OGLE-I,13.731,0.003
2457867.86349,OGLE-I,13.724,0.003
2457867.91078,OGLE-I,13.73,0.003
2457868.77369,OGLE-I,13.724,0.003
2457868.83372,OGLE-I,13.724,0.003
2457868.89746,OGLE-I,13.722,0.003
2457869.6927,OGLE-I,13.724,0.003
2457869.74177,OGLE-I,13.728,0.003
2457869.788,OGLE-I,13.727,0.003
2457869.85602,OGLE-I,13.728,0.003
2457869.90449,OGLE-I,13.73,0.003
2457870.72129,OGLE-I,13.724,0.003
2457870.76868,OGLE-I,13.729,0.003
2457870.83533,OGLE-I,13.726,0.003
2457870.88366,OGLE-I,13.723,0.003
2457870.93118,OGLE-I,13.724,0.003
2457871.73798,OGLE-I,13.726,0.003
2457871.78432,OGLE-I,13.728,0.003
2457871.85653,OGLE-I,13.724,0.003
2457871.91023,OGLE-I,13.73,0.003
2457872.68445,OGLE-I,13.725,0.003
2457872.75324,OGLE-I,13.728,0.003
2457872.82071,OGLE-I,13.74,0.003
2457872.88452,OGLE-I,13.731,0.003
2457872.93313,OGLE-I,13.729,0.003
2457873.70216,OGLE-I,13.723,0.003
2457873.74816,OGLE-I,13.724,0.003
2457873.795,OGLE-I,13.727,0.003
2457873.86419,OGLE-I,13.726,0.003
2457873.91483,OGLE-I,13.725,0.003
2457874.67766,OGLE-I,13.72,0.003
2457874.73263,OGLE-I,13.722,0.003
2457874.78911,OGLE-I,13.723,0.003
2457874.83828,OGLE-I,13.721,0.003
2457874.88687,OGLE-I,13.724,0.003
2457874.93331,OGLE-I,13.722,0.003
2457875.82652,OGLE-I,13.729,0.003
2457875.88514,OGLE-I,13.726,0.003
2457875.92249,OGLE-I,13.724,0.003
2457876.67343,OGLE-I,13.722,0.003
2457876.72026,OGLE-I,13.72,0.003
2457876.77825,OGLE-I,13.721,0.003
2457876.84257,OGLE-I,13.726,0.003
2457876.89004,OGLE-I,13.728,0.003
2457877.65153,OGLE-I,13.722,0.003
2457877.69758,OGLE-I,13.722,0.003
2457877.75419,OGLE-I,13.728,0.003
2457877.81245,OGLE-I,13.73,0.003
2457877.86219,OGLE-I,13.724,0.003
2457878.65659,OGLE-I,13.717,0.003
2457878.75049,OGLE-I,13.726,0.003
2457878.80874,OGLE-I,13.732,0.003
2457878.86928,OGLE-I,13.724,0.003
2457878.91532,OGLE-I,13.724,0.003
2457879.6781,OGLE-I,13.723,0.003
2457879.72449,OGLE-I,13.722,0.003
2457879.77051,OGLE-I,13.728,0.003
2457879.8617,OGLE-I,13.721,0.003
2457880.67635,OGLE-I,13.727,0.003
2457880.72236,OGLE-I,13.723,0.003
2457880.76869,OGLE-I,13.727,0.003
2457880.82878,OGLE-I,13.721,0.003
2457880.88331,OGLE-I,13.726,0.003
2457881.76732,OGLE-I,13.723,0.003
2457881.81679,OGLE-I,13.725,0.003
2457881.86639,OGLE-I,13.723,0.003
2457881.92109,OGLE-I,13.724,0.003
2457882.71178,OGLE-I,13.72,0.003
2457882.75765,OGLE-I,13.716,0.003
2457882.82632,OGLE-I,13.726,0.003
2457882.87367,OGLE-I,13.721,0.003
2457882.9293,OGLE-I,13.723,0.003
2457889.88981,OGLE-I,13.732,0.003
2457889.93708,OGLE-I,13.721,0.003
2457890.72561,OGLE-I,13.722,0.003
2457890.79391,OGLE-I,13.725,0.003
2457890.86895,OGLE-I,13.724,0.003
