time,filter,magnitude,error
2457549.86198,OGLE-I,13.718,0.003
2457549.87596,OGLE-I,13.715,0.003
2457549.88993,OGLE-I,13.714,0.003
2457549.90402,OGLE-I,13.719,0.003
2457549.918,OGLE-I,13.719,0.003
2457549.9305,OGLE-I,13.718,0.003
2457550.56857,OGLE-I,13.716,0.003
2457550.5787,OGLE-I,13.717,0.003
2457550.59185,OGLE-I,13.717,0.003
2457550.60507,OGLE-I,13.714,0.003
2457550.6161,OGLE-I,13.694,0.003
2457550.6302,OGLE-I,13.715,0.003
2457550.64437,OGLE-I,13.716,0.003
2457550.65853,OGLE-I,13.715,0.003
2457550.67292,OGLE-I,13.714,0.003
2457550.68707,OGLE-I,13.714,0.003
2457550.70614,OGLE-I,13.715,0.003
2457550.72218,OGLE-I,13.715,0.003
2457550.74057,OGLE-I,13.712,0.003
2457550.75606,OGLE-I,13.714,0.003
2457550.77008,OGLE-I,13.718,0.003
2457550.78458,OGLE-I,13.712,0.003
2457550.79849,OGLE-I,13.703,0.003
2457550.81253,OGLE-I,13.712,0.003
2457550.82649,OGLE-I,13.713,0.003
2457550.84057,OGLE-I,13.715,0.003
2457550.8549,OGLE-I,13.716,0.003
2457550.86885,OGLE-I,13.715,0.003
2457550.88284,OGLE-I,13.712,0.003
2457550.89745,OGLE-I,13.713,0.003
2457550.9115,OGLE-I,13.714,0.003
2457550.9254,OGLE-I,13.709,0.003
2457551.59918,OGLE-I,13.714,0.003
2457552.73377,OGLE-I,13.719,0.003
2457552.7843,OGLE-I,13.719,0.003
2457553.85862,OGLE-I,13.719,0.003
2457554.54322,OGLE-I,13.724,0.003
2457554.58602,OGLE-I,13.724,0.003
2457554.60418,OGLE-I,13.723,0.003
2457554.62031,OGLE-I,13.722,0.003
2457554.64169,OGLE-I,13.725,0.003
2457554.65972,OGLE-I,13.722,0.003
2457554.68481,OGLE-I,13.723,0.003
2457554.73108,OGLE-I,13.725,0.003
2457554.74928,OGLE-I,13.722,0.003
2457554.78689,OGLE-I,13.727,0.003
2457554.88053,OGLE-I,13.723,0.003
2457555.52558,OGLE-I,13.717,0.003
2457555.5421,OGLE-I,13.716,0.003
2457555.57718,OGLE-I,13.724,0.003
2457555.59309,OGLE-I,13.718,0.003
2457555.60791,OGLE-I,13.722,0.003
2457555.62267,OGLE-I,13.719,0.003
2457555.63786,OGLE-I,13.723,0.003
2457555.65311,OGLE-I,13.724,0.003
2457555.66832,OGLE-I,13.725,0.003
2457555.68365,OGLE-I,13.71,0.003
2457555.69977,OGLE-I,13.723,0.003
2457555.71639,OGLE-I,13.72,0.003
2457555.73147,OGLE-I,13.718,0.003
2457555.74653,OGLE-I,13.724,0.003
2457555.76074,OGLE-I,13.718,0.003
2457555.77481,OGLE-I,13.723,0.003
2457555.78938,OGLE-I,13.72,0.003
2457555.80351,OGLE-I,13.719,0.003
2457555.81803,OGLE-I,13.725,0.003
2457555.83218,OGLE-I,13.719,0.003
2457555.85801,OGLE-I,13.722,0.003
2457555.88103,OGLE-I,13.72,0.003
2457555.89519,OGLE-I,13.72,0.003
2457555.90924,OGLE-I,13.724,0.003
2457557.52826,OGLE-I,13.725,0.003
2457557.53015,OGLE-I,13.724,0.003
2457557.54478,OGLE-I,13.716,0.003
2457557.56124,OGLE-I,13.723,0.003
2457557.57585,OGLE-I,13.723,0.003
2457557.59223,OGLE-I,13.722,0.003
2457557.60737,OGLE-I,13.722,0.003
2457557.62019,OGLE-I,13.721,0.003
2457557.63495,OGLE-I,13.722,0.003
2457557.65565,OGLE-I,13.723,0.003
2457557.67237,OGLE-I,13.721,0.003
2457557.68544,OGLE-I,13.723,0.003
2457557.70452,OGLE-I,13.719,0.003
2457557.72189,OGLE-I,13.718,0.003
2457557.74036,OGLE-I,13.723,0.003
2457557.75703,OGLE-I,13.724,0.003
2457557.78756,OGLE-I,13.721,0.003
2457557.78965,OGLE-I,13.719,0.003
2457557.81248,OGLE-I,13.724,0.003
2457557.83262,OGLE-I,13.719,0.003
2457557.85027,OGLE-I,13.724,0.003
2457557.86693,OGLE-I,13.721,0.003
2457557.88251,OGLE-I,13.717,0.003
2457557.89816,OGLE-I,13.721,0.003
2457557.91136,OGLE-I,13.718,0.003
2457561.51505,OGLE-I,13.713,0.003
2457561.52992,OGLE-I,13.718,0.003
2457561.57316,OGLE-I,13.72,0.003
2457561.59007,OGLE-I,13.718,0.003
2457561.60704,OGLE-I,13.72,0.003
2457561.62166,OGLE-I,13.714,0.003
2457561.63671,OGLE-I,13.719,0.003
2457561.65103,OGLE-I,13.721,0.003
2457561.67138,OGLE-I,13.719,0.003
2457561.68735,OGLE-I,13.72,0.003
2457561.70189,OGLE-I,13.717,0.003
2457561.72388,OGLE-I,13.721,0.003
2457561.73904,OGLE-I,13.717,0.003
2457561.75405,OGLE-I,13.717,0.003
2457561.76827,OGLE-I,13.716,0.003
2457561.78285,OGLE-I,13.714,0.003
2457561.79446,OGLE-I,13.717,0.003
2457561.80714,OGLE-I,13.718,0.003
2457561.82272,OGLE-I,13.717,0.003
2457561.83704,OGLE-I,13.712,0.003
2457561.85378,OGLE-I,13.716,0.003
2457562.51821,OGLE-I,13.712,0.003
2457562.52827,OGLE-I,13.713,0.003
2457562.54248,OGLE-I,13.715,0.003
2457562.5564,OGLE-I,13.722,0.003
2457562.57097,OGLE-I,13.716,0.003
2457562.58758,OGLE-I,13.716,0.003
2457562.60361,OGLE-I,13.711,0.003
2457562.6206,OGLE-I,13.719,0.003
2457562.64361,OGLE-I,13.723,0.003
2457562.66181,OGLE-I,13.715,0.003
2457566.529,OGLE-I,13.721,0.003
2457566.54326,OGLE-I,13.715,0.003
2457566.55833,OGLE-I,13.724,0.003
2457566.5726,OGLE-I,13.72,0.003
2457566.59578,OGLE-I,13.717,0.003
2457566.60997,OGLE-I,13.723,0.003
2457566.63462,OGLE-I,13.719,0.003
2457566.64885,OGLE-I,13.722,0.003
2457566.66312,OGLE-I,13.721,0.003
2457566.67744,OGLE-I,13.725,0.003
2457566.69224,OGLE-I,13.722,0.003
2457566.70685,OGLE-I,13.724,0.003
2457566.72234,OGLE-I,13.725,0.003
2457566.73652,OGLE-I,13.721,0.003
2457566.75061,OGLE-I,13.723,0.003
2457566.76472,OGLE-I,13.721,0.003
2457566.77925,OGLE-I,13.722,0.003
2457566.79335,OGLE-I,13.72,0.003
2457566.80743,OGLE-I,13.718,0.003
2457566.82158,OGLE-I,13.719,0.003
2457566.83569,OGLE-I,13.717,0.003
2457566.84983,OGLE-I,13.723,0.003
2457566.8639,OGLE-I,13.717,0.003
2457566.87662,OGLE-I,13.72,0.003
2457567.50123,OGLE-I,13.718,0.003
2457567.51584,OGLE-I,13.721,0.003
2457567.52988,OGLE-I,13.723,0.003
2457567.54403,OGLE-I,13.718,0.003
2457567.55881,OGLE-I,13.718,0.003
2457567.57281,OGLE-I,13.718,0.003
2457567.58707,OGLE-I,13.721,0.003
2457567.61039,OGLE-I,13.72,0.003
2457567.62593,OGLE-I,13.723,0.003
2457567.64914,OGLE-I,13.72,0.003
2457567.66392,OGLE-I,13.723,0.003
2457567.67895,OGLE-I,13.72,0.003
2457567.69365,OGLE-I,13.72,0.003
2457567.70821,OGLE-I,13.719,0.003
2457567.72231,OGLE-I,13.722,0.003
2457567.73749,OGLE-I,13.719,0.003
2457567.75145,OGLE-I,13.721,0.003
2457567.76548,OGLE-I,13.719,0.003
2457567.77958,OGLE-I,13.72,0.003
2457567.79378,OGLE-I,13.72,0.003
2457567.80774,OGLE-I,13.717,0.003
2457567.82169,OGLE-I,13.704,0.003
2457567.83574,OGLE-I,13.721,0.003
2457567.84978,OGLE-I,13.719,0.003
2457567.8639,OGLE-I,13.717,0.003
2457567.87963,OGLE-I,13.714,0.003
2457568.50015,OGLE-I,13.712,0.003
2457568.5669,OGLE-I,13.718,0.003
2457568.58069,OGLE-I,13.716,0.003
2457568.59466,OGLE-I,13.719,0.003
2457568.60991,OGLE-I,13.719,0.003
2457568.62388,OGLE-I,13.722,0.003
2457568.63804,OGLE-I,13.715,0.003
2457568.66351,OGLE-I,13.715,0.003
2457568.67866,OGLE-I,13.718,0.003
2457568.70357,OGLE-I,13.721,0.003
2457568.71802,OGLE-I,13.72,0.003
2457568.73248,OGLE-I,13.717,0.003
2457568.75027,OGLE-I,13.718,0.003
2457568.76439,OGLE-I,13.717,0.003
2457568.77853,OGLE-I,13.714,0.003
2457568.79251,OGLE-I,13.719,0.003
2457568.80792,OGLE-I,13.716,0.003
2457568.8436,OGLE-I,13.715,0.003
2457568.85781,OGLE-I,13.719,0.003
2457569.51887,OGLE-I,13.713,0.003
2457569.5414,OGLE-I,13.716,0.003
2457569.55543,OGLE-I,13.719,0.003
2457569.56931,OGLE-I,13.714,0.003
2457569.58344,OGLE-I,13.717,0.003
2457569.59816,OGLE-I,13.712,0.003
2457569.61241,OGLE-I,13.716,0.003
2457569.63769,OGLE-I,13.719,0.003
2457569.65186,OGLE-I,13.719,0.003
2457569.67682,OGLE-I,13.718,0.003
2457569.69288,OGLE-I,13.72,0.003
2457569.70782,OGLE-I,13.717,0.003
2457569.72383,OGLE-I,13.715,0.003
2457569.73816,OGLE-I,13.718,0.003
2457569.75231,OGLE-I,13.714,0.003
2457569.76778,OGLE-I,13.712,0.003
2457569.78195,OGLE-I,13.718,0.003
2457569.79598,OGLE-I,13.716,0.003
2457569.81006,OGLE-I,13.713,0.003
2457569.82522,OGLE-I,13.714,0.003
2457570.57484,OGLE-I,13.724,0.003
2457570.57912,OGLE-I,13.723,0.003
2457570.65784,OGLE-I,13.718,0.003
2457570.67844,OGLE-I,13.717,0.003
2457570.69098,OGLE-I,13.716,0.003
2457570.70517,OGLE-I,13.716,0.003
2457570.71957,OGLE-I,13.714,0.003
2457570.7323,OGLE-I,13.716,0.003
2457570.74883,OGLE-I,13.717,0.003
2457570.76254,OGLE-I,13.718,0.003
2457570.78014,OGLE-I,13.719,0.003
2457570.79462,OGLE-I,13.719,0.003
2457570.829,OGLE-I,13.721,0.003
2457570.84225,OGLE-I,13.717,0.003
2457570.86093,OGLE-I,13.718,0.003
2457573.58736,OGLE-I,13.716,0.003
2457573.60001,OGLE-I,13.719,0.003
2457573.62247,OGLE-I,13.723,0.003
2457573.63565,OGLE-I,13.719,0.003
2457573.65038,OGLE-I,13.721,0.003
2457573.67634,OGLE-I,13.718,0.003
2457573.68902,OGLE-I,13.72,0.003
2457573.70487,OGLE-I,13.721,0.003
2457573.71757,OGLE-I,13.715,0.003
2457573.73176,OGLE-I,13.721,0.003
2457575.50398,OGLE-I,13.718,0.003
2457575.51795,OGLE-I,13.721,0.003
2457575.53108,OGLE-I,13.719,0.003
2457575.54429,OGLE-I,13.721,0.003
2457575.56743,OGLE-I,13.722,0.003
2457575.58031,OGLE-I,13.712,0.003
2457575.60749,OGLE-I,13.719,0.003
2457575.62013,OGLE-I,13.719,0.003
2457575.63295,OGLE-I,13.716,0.003
2457575.65609,OGLE-I,13.718,0.003
2457575.66992,OGLE-I,13.721,0.003
2457575.68304,OGLE-I,13.721,0.003
2457575.69718,OGLE-I,13.709,0.003
2457575.70976,OGLE-I,13.718,0.003
2457575.72245,OGLE-I,13.721,0.003
2457575.73539,OGLE-I,13.711,0.003
2457575.74824,OGLE-I,13.717,0.003
2457575.76109,OGLE-I,13.715,0.003
2457575.77379,OGLE-I,13.719,0.003
2457575.78667,OGLE-I,13.719,0.003
2457575.79945,OGLE-I,13.717,0.003
2457575.81234,OGLE-I,13.718,0.003
2457575.82493,OGLE-I,13.717,0.003
2457575.83789,OGLE-I,13.714,0.003
2457575.846,OGLE-I,13.717,0.003
2457576.47511,OGLE-I,13.714,0.003
2457576.48803,OGLE-I,13.713,0.003
2457576.50071,OGLE-I,13.717,0.003
2457576.51347,OGLE-I,13.717,0.003
2457576.52605,OGLE-I,13.714,0.003
2457576.53974,OGLE-I,13.716,0.003
2457576.55252,OGLE-I,13.715,0.003
2457576.58157,OGLE-I,13.717,0.003
2457576.60404,OGLE-I,13.714,0.003
2457576.62608,OGLE-I,13.716,0.003
2457576.6404,OGLE-I,13.72,0.003
2457576.65404,OGLE-I,13.719,0.003
2457576.66803,OGLE-I,13.719,0.003
2457576.68105,OGLE-I,13.717,0.003
2457576.69404,OGLE-I,13.719,0.003
2457576.70674,OGLE-I,13.718,0.003
2457576.71935,OGLE-I,13.716,0.003
2457576.73257,OGLE-I,13.72,0.003
2457576.74507,OGLE-I,13.719,0.003
2457576.75778,OGLE-I,13.719,0.003
2457576.77018,OGLE-I,13.72,0.003
2457576.78312,OGLE-I,13.716,0.003
2457576.79616,OGLE-I,13.718,0.003
2457576.80892,OGLE-I,13.72,0.003
2457576.82158,OGLE-I,13.716,0.003
2457576.83421,OGLE-I,13.714,0.003
2457576.84684,OGLE-I,13.718,0.003
2457577.52746,OGLE-I,13.718,0.003
2457577.5427,OGLE-I,13.722,0.003
2457577.55751,OGLE-I,13.716,0.003
2457577.57201,OGLE-I,13.718,0.003
2457577.5866,OGLE-I,13.714,0.003
2457577.65425,OGLE-I,13.718,0.003
2457579.5995,OGLE-I,13.723,0.003
2457579.61354,OGLE-I,13.719,0.003
2457579.6274,OGLE-I,13.724,0.003
2457579.64287,OGLE-I,13.723,0.003
2457579.66854,OGLE-I,13.724,0.003
2457579.69414,OGLE-I,13.719,0.003
2457579.70888,OGLE-I,13.722,0.003
2457579.72255,OGLE-I,13.721,0.003
2457579.73623,OGLE-I,13.722,0.003
2457579.74951,OGLE-I,13.723,0.003
2457579.76342,OGLE-I,13.719,0.003
2457581.70518,OGLE-I,13.71,0.003
2457581.72075,OGLE-I,13.719,0.003
2457581.74576,OGLE-I,13.719,0.003
2457581.77167,OGLE-I,13.718,0.003
2457581.78711,OGLE-I,13.71,0.003
2457581.80189,OGLE-I,13.717,0.003
2457581.8156,OGLE-I,13.718,0.003
2457581.82772,OGLE-I,13.717,0.003
2457581.83664,OGLE-I,13.72,0.003
2457582.65465,OGLE-I,13.721,0.003
2457582.66846,OGLE-I,13.716,0.003
2457582.69091,OGLE-I,13.72,0.003
2457582.70435,OGLE-I,13.715,0.003
2457582.72703,OGLE-I,13.72,0.003
2457582.77473,OGLE-I,13.719,0.003
2457583.69157,OGLE-I,13.714,0.003
2457583.72536,OGLE-I,13.718,0.003
2457583.73981,OGLE-I,13.721,0.003
2457583.75357,OGLE-I,13.716,0.003
2457583.76624,OGLE-I,13.716,0.003
2457583.77981,OGLE-I,13.718,0.003
2457583.81015,OGLE-I,13.717,0.003
2457584.49792,OGLE-I,13.723,0.003
2457584.51057,OGLE-I,13.72,0.003
2457584.52348,OGLE-I,13.719,0.003
2457584.5361,OGLE-I,13.719,0.003
2457584.54914,OGLE-I,13.721,0.003
2457584.56209,OGLE-I,13.72,0.003
2457584.5748,OGLE-I,13.722,0.003
2457584.58746,OGLE-I,13.717,0.003
2457584.60031,OGLE-I,13.721,0.003
2457584.61322,OGLE-I,13.721,0.003
2457584.62642,OGLE-I,13.718,0.003
2457584.64036,OGLE-I,13.714,0.003
2457584.6536,OGLE-I,13.72,0.003
2457584.66628,OGLE-I,13.72,0.003
2457584.67895,OGLE-I,13.719,0.003
2457584.69154,OGLE-I,13.719,0.003
2457584.70434,OGLE-I,13.718,0.003
2457584.71717,OGLE-I,13.721,0.003
2457584.72992,OGLE-I,13.722,0.003
2457584.75318,OGLE-I,13.718,0.003
2457584.76736,OGLE-I,13.723,0.003
2457584.78025,OGLE-I,13.719,0.003
2457584.79296,OGLE-I,13.719,0.003
2457584.80653,OGLE-I,13.719,0.003
2457584.8196,OGLE-I,13.724,0.003
2457584.82636,OGLE-I,13.719,0.003
2457589.46664,OGLE-I,13.717,0.003
2457589.48211,OGLE-I,13.721,0.003
2457589.49593,OGLE-I,13.715,0.003
2457589.51076,OGLE-I,13.725,0.003
2457589.52377,OGLE-I,13.72,0.003
2457589.54137,OGLE-I,13.715,0.003
2457589.55417,OGLE-I,13.719,0.003
2457589.56696,OGLE-I,13.717,0.003
2457589.58019,OGLE-I,13.718,0.003
2457589.59497,OGLE-I,13.72,0.003
2457589.60822,OGLE-I,13.717,0.003
2457589.62452,OGLE-I,13.72,0.003
2457589.64219,OGLE-I,13.719,0.003
2457589.65742,OGLE-I,13.72,0.003
2457589.66953,OGLE-I,13.72,0.003
2457589.6822,OGLE-I,13.713,0.003
2457589.69504,OGLE-I,13.718,0.003
2457589.70768,OGLE-I,13.72,0.003
2457589.72061,OGLE-I,13.716,0.003
2457589.7415,OGLE-I,13.72,0.003
2457589.7541,OGLE-I,13.721,0.003
2457589.76702,OGLE-I,13.718,0.003
2457589.77975,OGLE-I,13.721,0.003
2457589.7924,OGLE-I,13.715,0.003
2457589.80454,OGLE-I,13.722,0.003
2457590.46858,OGLE-I,13.718,0.003
2457590.48165,OGLE-I,13.722,0.003
2457590.49401,OGLE-I,13.715,0.003
2457590.50688,OGLE-I,13.722,0.003
2457590.51966,OGLE-I,13.721,0.003
2457590.53204,OGLE-I,13.717,0.003
2457590.54464,OGLE-I,13.722,0.003
2457590.55708,OGLE-I,13.719,0.003
2457590.57013,OGLE-I,13.718,0.003
2457590.58319,OGLE-I,13.721,0.003
2457590.59636,OGLE-I,13.722,0.003
2457590.61017,OGLE-I,13.722,0.003
2457590.62596,OGLE-I,13.721,0.003
2457590.64161,OGLE-I,13.724,0.003
2457590.65449,OGLE-I,13.722,0.003
2457590.6673,OGLE-I,13.721,0.003
2457590.67975,OGLE-I,13.721,0.003
2457590.69247,OGLE-I,13.722,0.003
2457590.70503,OGLE-I,13.722,0.003
2457590.71776,OGLE-I,13.721,0.003
2457590.73014,OGLE-I,13.722,0.003
2457590.75726,OGLE-I,13.72,0.003
2457590.80293,OGLE-I,13.724,0.003
2457591.47372,OGLE-I,13.727,0.003
2457591.50001,OGLE-I,13.727,0.003
2457591.52001,OGLE-I,13.726,0.003
2457591.53509,OGLE-I,13.724,0.003
2457591.54812,OGLE-I,13.726,0.003
2457591.56808,OGLE-I,13.725,0.003
2457593.46803,OGLE-I,13.716,0.003
2457593.48217,OGLE-I,13.715,0.003
2457593.4948,OGLE-I,13.719,0.003
2457593.50726,OGLE-I,13.716,0.003
2457593.5299,OGLE-I,13.717,0.003
2457593.54248,OGLE-I,13.72,0.003
2457593.5641,OGLE-I,13.719,0.003
2457593.5764,OGLE-I,13.714,0.003
2457593.58893,OGLE-I,13.718,0.003
2457593.60771,OGLE-I,13.719,0.003
2457593.62256,OGLE-I,13.717,0.003
2457593.63507,OGLE-I,13.719,0.003
2457593.64781,OGLE-I,13.716,0.003
2457593.66054,OGLE-I,13.716,0.003
2457593.67303,OGLE-I,13.718,0.003
2457593.68534,OGLE-I,13.718,0.003
2457593.69771,OGLE-I,13.72,0.003
2457593.71055,OGLE-I,13.716,0.003
2457593.72308,OGLE-I,13.715,0.003
2457593.73645,OGLE-I,13.718,0.003
2457593.74894,OGLE-I,13.718,0.003
2457593.76138,OGLE-I,13.716,0.003
2457593.77383,OGLE-I,13.718,0.003
2457593.7864,OGLE-I,13.706,0.003
2457593.79423,OGLE-I,13.721,0.003
2457593.80215,OGLE-I,13.718,0.003
2457595.50971,OGLE-I,13.715,0.003
2457595.52213,OGLE-I,13.718,0.003
2457595.57055,OGLE-I,13.718,0.003
2457595.60419,OGLE-I,13.722,0.003
2457595.63979,OGLE-I,13.723,0.003
2457595.70662,OGLE-I,13.717,0.003
2457596.46903,OGLE-I,13.715,0.003
2457596.48203,OGLE-I,13.72,0.003
2457596.49919,OGLE-I,13.717,0.003
2457596.51394,OGLE-I,13.715,0.003
2457596.53584,OGLE-I,13.719,0.003
2457596.54823,OGLE-I,13.716,0.003
2457596.57409,OGLE-I,13.722,0.003
2457596.58671,OGLE-I,13.721,0.003
2457596.60869,OGLE-I,13.718,0.003
2457597.56689,OGLE-I,13.714,0.003
2457599.46921,OGLE-I,13.72,0.003
2457599.48162,OGLE-I,13.714,0.003
2457599.50847,OGLE-I,13.719,0.003
2457599.53663,OGLE-I,13.718,0.003
2457599.54903,OGLE-I,13.719,0.003
2457599.57595,OGLE-I,13.72,0.003
2457599.58988,OGLE-I,13.72,0.003
2457599.62023,OGLE-I,13.72,0.003
2457599.63333,OGLE-I,13.716,0.003
2457599.65365,OGLE-I,13.717,0.003
2457599.68539,OGLE-I,13.72,0.003
2457599.71427,OGLE-I,13.721,0.003
2457599.73072,OGLE-I,13.724,0.003
2457599.74333,OGLE-I,13.72,0.003
2457599.75586,OGLE-I,13.719,0.003
2457599.76851,OGLE-I,13.717,0.003
2457599.78082,OGLE-I,13.72,0.003
2457599.79357,OGLE-I,13.719,0.003
2457600.47661,OGLE-I,13.716,0.003
2457600.49086,OGLE-I,13.714,0.003
2457600.51745,OGLE-I,13.715,0.003
2457600.54562,OGLE-I,13.721,0.003
2457600.55825,OGLE-I,13.72,0.003
2457600.58249,OGLE-I,13.715,0.003
2457600.61205,OGLE-I,13.718,0.003
2457600.64094,OGLE-I,13.72,0.003
2457600.65328,OGLE-I,13.72,0.003
2457600.67505,OGLE-I,13.719,0.003
2457600.68764,OGLE-I,13.718,0.003
2457600.70002,OGLE-I,13.716,0.003
2457600.74452,OGLE-I,13.715,0.003
2457600.77402,OGLE-I,13.718,0.003
2457601.534,OGLE-I,13.72,0.003
2457601.71216,OGLE-I,13.716,0.003
2457601.73858,OGLE-I,13.718,0.003
2457601.75096,OGLE-I,13.714,0.003
2457601.7634,OGLE-I,13.719,0.003
2457601.77592,OGLE-I,13.719,0.003
2457602.46929,OGLE-I,13.712,0.003
2457602.48209,OGLE-I,13.716,0.003
2457602.49465,OGLE-I,13.716,0.003
2457602.51546,OGLE-I,13.714,0.003
2457602.52787,OGLE-I,13.712,0.003
2457602.54021,OGLE-I,13.714,0.003
2457602.5528,OGLE-I,13.717,0.003
2457602.5658,OGLE-I,13.715,0.003
2457602.57922,OGLE-I,13.716,0.003
2457602.59225,OGLE-I,13.714,0.003
2457602.6143,OGLE-I,13.715,0.003
2457602.63623,OGLE-I,13.718,0.003
2457602.64915,OGLE-I,13.716,0.003
2457602.66166,OGLE-I,13.719,0.003
2457602.67457,OGLE-I,13.716,0.003
2457602.68701,OGLE-I,13.715,0.003
2457602.69933,OGLE-I,13.715,0.003
2457602.71187,OGLE-I,13.716,0.003
2457602.7268,OGLE-I,13.714,0.003
2457602.73925,OGLE-I,13.711,0.003
2457602.75161,OGLE-I,13.718,0.003
2457602.76414,OGLE-I,13.715,0.003
2457602.7752,OGLE-I,13.716,0.003
2457603.46972,OGLE-I,13.715,0.003
2457603.48243,OGLE-I,13.714,0.003
2457603.49486,OGLE-I,13.718,0.003
2457603.50729,OGLE-I,13.715,0.003
2457603.51985,OGLE-I,13.719,0.003
2457603.54132,OGLE-I,13.719,0.003
2457603.55419,OGLE-I,13.717,0.003
2457603.57604,OGLE-I,13.72,0.003
2457603.58926,OGLE-I,13.72,0.003
2457603.60198,OGLE-I,13.718,0.003
2457603.6148,OGLE-I,13.706,0.003
2457603.62741,OGLE-I,13.718,0.003
2457603.63986,OGLE-I,13.717,0.003
2457603.65247,OGLE-I,13.716,0.003
2457603.66493,OGLE-I,13.714,0.003
2457603.67738,OGLE-I,13.72,0.003
2457603.68974,OGLE-I,13.719,0.003
2457603.7021,OGLE-I,13.717,0.003
2457603.71718,OGLE-I,13.717,0.003
2457603.72961,OGLE-I,13.717,0.003
2457603.74236,OGLE-I,13.717,0.003
2457603.75483,OGLE-I,13.715,0.003
2457603.76721,OGLE-I,13.722,0.003
2457603.77962,OGLE-I,13.719,0.003
2457604.4773,OGLE-I,13.715,0.003
2457604.49332,OGLE-I,13.72,0.003
2457604.50572,OGLE-I,13.72,0.003
2457604.51817,OGLE-I,13.717,0.003
2457604.53069,OGLE-I,13.72,0.003
2457604.54302,OGLE-I,13.721,0.003
2457604.55548,OGLE-I,13.722,0.003
2457604.56877,OGLE-I,13.72,0.003
2457604.58235,OGLE-I,13.721,0.003
2457604.59555,OGLE-I,13.725,0.003
2457604.60824,OGLE-I,13.72,0.003
2457604.62087,OGLE-I,13.725,0.003
2457604.6336,OGLE-I,13.722,0.003
2457604.64656,OGLE-I,13.724,0.003
2457604.65954,OGLE-I,13.718,0.003
2457604.67201,OGLE-I,13.722,0.003
2457604.68447,OGLE-I,13.722,0.003
2457604.69693,OGLE-I,13.724,0.003
2457604.70957,OGLE-I,13.72,0.003
2457604.72226,OGLE-I,13.724,0.003
2457604.73476,OGLE-I,13.722,0.003
2457604.74775,OGLE-I,13.721,0.003
2457604.76044,OGLE-I,13.721,0.003
2457605.47211,OGLE-I,13.711,0.003
2457605.48456,OGLE-I,13.717,0.003
2457605.497,OGLE-I,13.718,0.003
2457605.51426,OGLE-I,13.713,0.003
2457605.5268,OGLE-I,13.717,0.003
2457605.53943,OGLE-I,13.717,0.003
2457605.56149,OGLE-I,13.715,0.003
2457605.57858,OGLE-I,13.718,0.003
2457605.60035,OGLE-I,13.718,0.003
2457605.61296,OGLE-I,13.719,0.003
2457605.62554,OGLE-I,13.715,0.003
2457605.63802,OGLE-I,13.714,0.003
2457605.65077,OGLE-I,13.716,0.003
2457605.66328,OGLE-I,13.714,0.003
2457605.67595,OGLE-I,13.718,0.003
2457605.68844,OGLE-I,13.712,0.003
2457605.70081,OGLE-I,13.719,0.003
2457605.71316,OGLE-I,13.716,0.003
2457605.7256,OGLE-I,13.716,0.003
2457605.73807,OGLE-I,13.716,0.003
2457605.7504,OGLE-I,13.717,0.003
2457605.76273,OGLE-I,13.714,0.003
2457605.77511,OGLE-I,13.716,0.003
2457606.65734,OGLE-I,13.716,0.003
2457606.67185,OGLE-I,13.715,0.003
2457606.68678,OGLE-I,13.715,0.003
2457606.70183,OGLE-I,13.717,0.003
2457606.71691,OGLE-I,13.711,0.003
2457606.73731,OGLE-I,13.714,0.003
2457607.46959,OGLE-I,13.722,0.003
2457607.48462,OGLE-I,13.717,0.003
2457607.49971,OGLE-I,13.721,0.003
2457607.52367,OGLE-I,13.72,0.003
2457607.54823,OGLE-I,13.724,0.003
2457607.56464,OGLE-I,13.722,0.003
2457607.58111,OGLE-I,13.719,0.003
2457607.59609,OGLE-I,13.721,0.003
2457607.61082,OGLE-I,13.722,0.003
2457607.62542,OGLE-I,13.721,0.003
2457607.63996,OGLE-I,13.723,0.003
2457607.65448,OGLE-I,13.725,0.003
2457607.66904,OGLE-I,13.721,0.003
2457607.68347,OGLE-I,13.72,0.003
2457607.69807,OGLE-I,13.72,0.003
2457607.71257,OGLE-I,13.724,0.003
2457607.72703,OGLE-I,13.724,0.003
2457607.73989,OGLE-I,13.723,0.003
2457607.75256,OGLE-I,13.721,0.003
2457608.47141,OGLE-I,13.721,0.003
2457608.48593,OGLE-I,13.719,0.003
2457608.50051,OGLE-I,13.721,0.003
2457608.51946,OGLE-I,13.724,0.003
2457608.54408,OGLE-I,13.721,0.003
2457608.5837,OGLE-I,13.722,0.003
2457608.59859,OGLE-I,13.723,0.003
2457608.61711,OGLE-I,13.722,0.003
2457608.63187,OGLE-I,13.72,0.003
2457608.64662,OGLE-I,13.721,0.003
2457608.66139,OGLE-I,13.719,0.003
2457608.67627,OGLE-I,13.718,0.003
2457608.69104,OGLE-I,13.724,0.003
2457608.70578,OGLE-I,13.718,0.003
2457608.72132,OGLE-I,13.718,0.003
2457608.73615,OGLE-I,13.718,0.003
2457608.74858,OGLE-I,13.717,0.003
2457608.76101,OGLE-I,13.719,0.003
2457609.47225,OGLE-I,13.717,0.003
2457609.50169,OGLE-I,13.715,0.003
2457609.51648,OGLE-I,13.714,0.003
2457609.53119,OGLE-I,13.714,0.003
2457609.55703,OGLE-I,13.716,0.003
2457609.58264,OGLE-I,13.719,0.003
2457609.59783,OGLE-I,13.711,0.003
2457609.6127,OGLE-I,13.717,0.003
