time,filter,magnitude,error
57550.82649,OGLE-I,13.713,0.003
57550.84057,OGLE-I,13.715,0.003
57550.8549,OGLE-I,13.716,0.003
57550.86885,OGLE-I,13.715,0.003
57550.88284,OGLE-I,13.712,0.003
57550.89745,OGLE-I,13.713,0.003
57550.9115,OGLE-I,13.714,0.003
57550.9254,OGLE-I,13.709,0.003
57551.59918,OGLE-I,13.714,0.003
57552.73377,OGLE-I,13.719,0.003
57552.7843,OGLE-I,13.719,0.003
57553.85862,OGLE-I,13.719,0.003
57554.54322,OGLE-I,13.724,0.003
57554.58602,OGLE-I,13.724,0.003
57554.60418,OGLE-I,13.723,0.003
57554.62031,OGLE-I,13.722,0.003
57554.64169,OGLE-I,13.725,0.003
57554.65972,OGLE-I,13.722,0.003
57554.68481,OGLE-I,13.723,0.003
57554.73108,OGLE-I,13.725,0.003
57554.74928,OGLE-I,13.722,0.003
57554.78689,OGLE-I,13.727,0.003
57554.88053,OGLE-I,13.723,0.003
57555.52558,OGLE-I,13.717,0.003
57555.5421,OGLE-I,13.716,0.003
57555.57718,OGLE-I,13.724,0.003
57555.59309,OGLE-I,13.718,0.003
57555.60791,OGLE-I,13.722,0.003
57555.62267,OGLE-I,13.719,0.003
57555.63786,OGLE-I,13.723,0.003
57555.65311,OGLE-I,13.724,0.003
57555.66832,OGLE-I,13.725,0.003
57555.68365,OGLE-I,13.71,0.003
57555.69977,OGLE-I,13.723,0.003
57555.71639,OGLE-I,13.72,0.003
57555.73147,OGLE-I,13.718,0.003
57555.74653,OGLE-I,13.724,0.003
57555.76074,OGLE-I,13.718,0.003
57555.77481,OGLE-I,13.723,0.003
57555.78938,OGLE-I,13.72,0.003
57555.80351,OGLE-I,13.719,0.003
57555.81803,OGLE-I,13.725,0.003
57555.83218,OGLE-I,13.719,0.003
57555.85801,OGLE-I,13.722,0.003
57555.88103,OGLE-I,13.72,0.003
57555.89519,OGLE-I,13.72,0.003
57555.90924,OGLE-I,13.724,0.003
57557.52826,OGLE-I,13.725,0.003
57557.53015,OGLE-I,13.724,0.003
57557.54478,OGLE-I,13.716,0.003
57557.56124,OGLE-I,13.723,0.003
57557.57585,OGLE-I,13.723,0.003
57557.59223,OGLE-I,13.722,0.003
57557.60737,OGLE-I,13.722,0.003
57557.62019,OGLE-I,13.721,0.003
57557.63495,OGLE-I,13.722,0.003
57557.65565,OGLE-I,13.723,0.003
57557.67237,OGLE-I,13.721,0.003
57557.68544,OGLE-I,13.723,0.003
57557.70452,OGLE-I,13.719,0.003
57557.72189,OGLE-I,13.718,0.003
57557.74036,OGLE-I,13.723,0.003
57557.75703,OGLE-I,13.724,0.003
57557.78756,OGLE-I,13.721,0.003
57557.78965,OGLE-I,13.719,0.003
57557.81248,OGLE-I,13.724,0.003
57557.83262,OGLE-I,13.719,0.003
57557.85027,OGLE-I,13.724,0.003
57557.86693,OGLE-I,13.721,0.003
57557.88251,OGLE-I,13.717,0.003
57557.89816,OGLE-I,13.721,0.003
57557.91136,OGLE-I,13.718,0.003
57561.51505,OGLE-I,13.713,0.003
57561.52992,OGLE-I,13.718,0.003
57561.57316,OGLE-I,13.72,0.003
57561.59007,OGLE-I,13.718,0.003
57561.60704,OGLE-I,13.72,0.003
57561.62166,OGLE-I,13.714,0.003
57561.63671,OGLE-I,13.719,0.003
57561.65103,OGLE-I,13.721,0.003
57561.67138,OGLE-I,13.719,0.003
57561.68735,OGLE-I,13.72,0.003
57561.70189,OGLE-I,13.717,0.003
57561.72388,OGLE-I,13.721,0.003
57561.73904,OGLE-I,13.717,0.003
57561.75405,OGLE-I,13.717,0.003
57561.76827,OGLE-I,13.716,0.003
57561.78285,OGLE-I,13.714,0.003
57561.79446,OGLE-I,13.717,0.003
57561.80714,OGLE-I,13.718,0.003
57561.82272,OGLE-I,13.717,0.003
57561.83704,OGLE-I,13.712,0.003
57561.85378,OGLE-I,13.716,0.003
57562.51821,OGLE-I,13.712,0.003
57562.52827,OGLE-I,13.713,0.003
57562.54248,OGLE-I,13.715,0.003
57562.5564,OGLE-I,13.722,0.003
57562.57097,OGLE-I,13.716,0.003
57562.58758,OGLE-I,13.716,0.003
57562.60361,OGLE-I,13.711,0.003
57562.6206,OGLE-I,13.719,0.003
57562.64361,OGLE-I,13.723,0.003
57562.66181,OGLE-I,13.715,0.003
57566.529,OGLE-I,13.721,0.003
57566.54326,OGLE-I,13.715,0.003
57566.55833,OGLE-I,13.724,0.003
57566.5726,OGLE-I,13.72,0.003
57566.59578,OGLE-I,13.717,0.003
57566.60997,OGLE-I,13.723,0.003
57566.63462,OGLE-I,13.719,0.003
57566.64885,OGLE-I,13.722,0.003
57566.66312,OGLE-I,13.721,0.003
57566.67744,OGLE-I,13.725,0.003
57566.69224,OGLE-I,13.722,0.003
57566.70685,OGLE-I,13.724,0.003
57566.72234,OGLE-I,13.725,0.003
57566.73652,OGLE-I,13.721,0.003
57566.75061,OGLE-I,13.723,0.003
57566.76472,OGLE-I,13.721,0.003
57566.77925,OGLE-I,13.722,0.003
57566.79335,OGLE-I,13.72,0.003
57566.80743,OGLE-I,13.718,0.003
57566.82158,OGLE-I,13.719,0.003
57566.83569,OGLE-I,13.717,0.003
57566.84983,OGLE-I,13.723,0.003
57566.8639,OGLE-I,13.717,0.003
57566.87662,OGLE-I,13.72,0.003
57567.50123,OGLE-I,13.718,0.003
57567.51584,OGLE-I,13.721,0.003
57567.52988,OGLE-I,13.723,0.003
57567.54403,OGLE-I,13.718,0.003
57567.55881,OGLE-I,13.718,0.003
57567.57281,OGLE-I,13.718,0.003
57567.58707,OGLE-I,13.721,0.003
57567.61039,OGLE-I,13.72,0.003
57567.62593,OGLE-I,13.723,0.003
57567.64914,OGLE-I,13.72,0.003
57567.66392,OGLE-I,13.723,0.003
57567.67895,OGLE-I,13.72,0.003
57567.69365,OGLE-I,13.72,0.003
57567.70821,OGLE-I,13.719,0.003
57567.72231,OGLE-I,13.722,0.003
57567.73749,OGLE-I,13.719,0.003
57567.75145,OGLE-I,13.721,0.003
57567.76548,OGLE-I,13.719,0.003
57567.77958,OGLE-I,13.72,0.003
57567.79378,OGLE-I,13.72,0.003
57567.80774,OGLE-I,13.717,0.003
57567.82169,OGLE-I,13.704,0.003
57567.83574,OGLE-I,13.721,0.003
57567.84978,OGLE-I,13.719,0.003
57567.8639,OGLE-I,13.717,0.003
57567.87963,OGLE-I,13.714,0.003
57568.50015,OGLE-I,13.712,0.003
57568.5669,OGLE-I,13.718,0.003
57568.58069,OGLE-I,13.716,0.003
57568.59466,OGLE-I,13.719,0.003
57568.60991,OGLE-I,13.719,0.003
57568.62388,OGLE-I,13.722,0.003
57568.63804,OGLE-I,13.715,0.003
57568.66351,OGLE-I,13.715,0.003
57568.67866,OGLE-I,13.718,0.003
57568.70357,OGLE-I,13.721,0.003
57568.71802,OGLE-I,13.72,0.003
57568.73248,OGLE-I,13.717,0.003
57568.75027,OGLE-I,13.718,0.003
57568.76439,OGLE-I,13.717,0.003
57568.77853,OGLE-I,13.714,0.003
57568.79251,OGLE-I,13.719,0.003
57568.80792,OGLE-I,13.716,0.003
57568.8436,OGLE-I,13.715,0.003
57568.85781,OGLE-I,13.719,0.003
57569.51887,OGLE-I,13.713,0.003
57569.5414,OGLE-I,13.716,0.003
57569.55543,OGLE-I,13.719,0.003
57569.56931,OGLE-I,13.714,0.003
57569.58344,OGLE-I,13.717,0.003
57569.59816,OGLE-I,13.712,0.003
57569.61241,OGLE-I,13.716,0.003
57569.63769,OGLE-I,13.719,0.003
57569.65186,OGLE-I,13.719,0.003
57569.67682,OGLE-I,13.718,0.003
57569.69288,OGLE-I,13.72,0.003
57569.70782,OGLE-I,13.717,0.003
57569.72383,OGLE-I,13.715,0.003
57569.73816,OGLE-I,13.718,0.003
57569.75231,OGLE-I,13.714,0.003
57569.76778,OGLE-I,13.712,0.003
57569.78195,OGLE-I,13.718,0.003
57569.79598,OGLE-I,13.716,0.003
57569.81006,OGLE-I,13.713,0.003
57569.82522,OGLE-I,13.714,0.003
57570.57484,OGLE-I,13.724,0.003
57570.57912,OGLE-I,13.723,0.003
57570.65784,OGLE-I,13.718,0.003
57570.67844,OGLE-I,13.717,0.003
57570.69098,OGLE-I,13.716,0.003
57570.70517,OGLE-I,13.716,0.003
57570.71957,OGLE-I,13.714,0.003
57570.7323,OGLE-I,13.716,0.003
57570.74883,OGLE-I,13.717,0.003
57570.76254,OGLE-I,13.718,0.003
57570.78014,OGLE-I,13.719,0.003
57570.79462,OGLE-I,13.719,0.003
57570.829,OGLE-I,13.721,0.003
57570.84225,OGLE-I,13.717,0.003
57570.86093,OGLE-I,13.718,0.003
57573.58736,OGLE-I,13.716,0.003
57573.60001,OGLE-I,13.719,0.003
57573.62247,OGLE-I,13.723,0.003
57573.63565,OGLE-I,13.719,0.003
57573.65038,OGLE-I,13.721,0.003
57573.67634,OGLE-I,13.718,0.003
57573.68902,OGLE-I,13.72,0.003
57573.70487,OGLE-I,13.721,0.003
57573.71757,OGLE-I,13.715,0.003
57573.73176,OGLE-I,13.721,0.003
57575.50398,OGLE-I,13.718,0.003
57575.51795,OGLE-I,13.721,0.003
57575.53108,OGLE-I,13.719,0.003
57575.54429,OGLE-I,13.721,0.003
57575.56743,OGLE-I,13.722,0.003
57575.58031,OGLE-I,13.712,0.003
57575.60749,OGLE-I,13.719,0.003
57575.62013,OGLE-I,13.719,0.003
57575.63295,OGLE-I,13.716,0.003
57575.65609,OGLE-I,13.718,0.003
57575.66992,OGLE-I,13.721,0.003
57575.68304,OGLE-I,13.721,0.003
57575.69718,OGLE-I,13.709,0.003
57575.70976,OGLE-I,13.718,0.003
57575.72245,OGLE-I,13.721,0.003
57575.73539,OGLE-I,13.711,0.003
57575.74824,OGLE-I,13.717,0.003
57575.76109,OGLE-I,13.715,0.003
57575.77379,OGLE-I,13.719,0.003
57575.78667,OGLE-I,13.719,0.003
57575.79945,OGLE-I,13.717,0.003
57575.81234,OGLE-I,13.718,0.003
57575.82493,OGLE-I,13.717,0.003
57575.83789,OGLE-I,13.714,0.003
57575.846,OGLE-I,13.717,0.003
57576.47511,OGLE-I,13.714,0.003
57576.48803,OGLE-I,13.713,0.003
57576.50071,OGLE-I,13.717,0.003
57576.51347,OGLE-I,13.717,0.003
57576.52605,OGLE-I,13.714,0.003
57576.53974,OGLE-I,13.716,0.003
57576.55252,OGLE-I,13.715,0.003
57576.58157,OGLE-I,13.717,0.003
57576.60404,OGLE-I,13.714,0.003
57576.62608,OGLE-I,13.716,0.003
57576.6404,OGLE-I,13.72,0.003
57576.65404,OGLE-I,13.719,0.003
57576.66803,OGLE-I,13.719,0.003
57576.68105,OGLE-I,13.717,0.003
57576.69404,OGLE-I,13.719,0.003
57576.70674,OGLE-I,13.718,0.003
57576.71935,OGLE-I,13.716,0.003
57576.73257,OGLE-I,13.72,0.003
57576.74507,OGLE-I,13.719,0.003
57576.75778,OGLE-I,13.719,0.003
57576.77018,OGLE-I,13.72,0.003
57576.78312,OGLE-I,13.716,0.003
57576.79616,OGLE-I,13.718,0.003
57576.80892,OGLE-I,13.72,0.003
57576.82158,OGLE-I,13.716,0.003
57576.83421,OGLE-I,13.714,0.003
57576.84684,OGLE-I,13.718,0.003
57577.52746,OGLE-I,13.718,0.003
57577.5427,OGLE-I,13.722,0.003
57577.55751,OGLE-I,13.716,0.003
57577.57201,OGLE-I,13.718,0.003
57577.5866,OGLE-I,13.714,0.003
57577.65425,OGLE-I,13.718,0.003
57579.5995,OGLE-I,13.723,0.003
57579.61354,OGLE-I,13.719,0.003
57579.6274,OGLE-I,13.724,0.003
57579.64287,OGLE-I,13.723,0.003
57579.66854,OGLE-I,13.724,0.003
57579.69414,OGLE-I,13.719,0.003
57579.70888,OGLE-I,13.722,0.003
57579.72255,OGLE-I,13.721,0.003
57579.73623,OGLE-I,13.722,0.003
57579.74951,OGLE-I,13.723,0.003
57579.76342,OGLE-I,13.719,0.003
57581.70518,OGLE-I,13.71,0.003
57581.72075,OGLE-I,13.719,0.003
57581.74576,OGLE-I,13.719,0.003
57581.77167,OGLE-I,13.718,0.003
57581.78711,OGLE-I,13.71,0.003
57581.80189,OGLE-I,13.717,0.003
57581.8156,OGLE-I,13.718,0.003
57581.82772,OGLE-I,13.717,0.003
57581.83664,OGLE-I,13.72,0.003
57582.65465,OGLE-I,13.721,0.003
57582.66846,OGLE-I,13.716,0.003
57582.69091,OGLE-I,13.72,0.003
57582.70435,OGLE-I,13.715,0.003
57582.72703,OGLE-I,13.72,0.003
57582.77473,OGLE-I,13.719,0.003
57583.69157,OGLE-I,13.714,0.003
57583.72536,OGLE-I,13.718,0.003
57583.73981,OGLE-I,13.721,0.003
57583.75357,OGLE-I,13.716,0.003
57583.76624,OGLE-I,13.716,0.003
57583.77981,OGLE-I,13.718,0.003
57583.81015,OGLE-I,13.717,0.003
57584.49792,OGLE-I,13.723,0.003
57584.51057,OGLE-I,13.72,0.003
57584.52348,OGLE-I,13.719,0.003
57584.5361,OGLE-I,13.719,0.003
57584.54914,OGLE-I,13.721,0.003
57584.56209,OGLE-I,13.72,0.003
57584.5748,OGLE-I,13.722,0.003
57584.58746,OGLE-I,13.717,0.003
57584.60031,OGLE-I,13.721,0.003
57584.61322,OGLE-I,13.721,0.003
57584.62642,OGLE-I,13.718,0.003
57584.64036,OGLE-I,13.714,0.003
57584.6536,OGLE-I,13.72,0.003
57584.66628,OGLE-I,13.72,0.003
57584.67895,OGLE-I,13.719,0.003
57584.69154,OGLE-I,13.719,0.003
57584.70434,OGLE-I,13.718,0.003
57584.71717,OGLE-I,13.721,0.003
57584.72992,OGLE-I,13.722,0.003
57584.75318,OGLE-I,13.718,0.003
57584.76736,OGLE-I,13.723,0.003
57584.78025,OGLE-I,13.719,0.003
57584.79296,OGLE-I,13.719,0.003
57584.80653,OGLE-I,13.719,0.003
57584.8196,OGLE-I,13.724,0.003
57584.82636,OGLE-I,13.719,0.003
57589.46664,OGLE-I,13.717,0.003
57589.48211,OGLE-I,13.721,0.003
57589.49593,OGLE-I,13.715,0.003
57589.51076,OGLE-I,13.725,0.003
57589.52377,OGLE-I,13.72,0.003
57589.54137,OGLE-I,13.715,0.003
57589.55417,OGLE-I,13.719,0.003
57589.56696,OGLE-I,13.717,0.003
57589.58019,OGLE-I,13.718,0.003
57589.59497,OGLE-I,13.72,0.003
57589.60822,OGLE-I,13.717,0.003
57589.62452,OGLE-I,13.72,0.003
57589.64219,OGLE-I,13.719,0.003
57589.65742,OGLE-I,13.72,0.003
57589.66953,OGLE-I,13.72,0.003
57589.6822,OGLE-I,13.713,0.003
57589.69504,OGLE-I,13.718,0.003
57589.70768,OGLE-I,13.72,0.003
57589.72061,OGLE-I,13.716,0.003
57589.7415,OGLE-I,13.72,0.003
57589.7541,OGLE-I,13.721,0.003
57589.76702,OGLE-I,13.718,0.003
57589.77975,OGLE-I,13.721,0.003
57589.7924,OGLE-I,13.715,0.003
57589.80454,OGLE-I,13.722,0.003
57590.46858,OGLE-I,13.718,0.003
57590.48165,OGLE-I,13.722,0.003
57590.49401,OGLE-I,13.715,0.003
57590.50688,OGLE-I,13.722,0.003
57590.51966,OGLE-I,13.721,0.003
57590.53204,OGLE-I,13.717,0.003
57590.54464,OGLE-I,13.722,0.003
57590.55708,OGLE-I,13.719,0.003
57590.57013,OGLE-I,13.718,0.003
57590.58319,OGLE-I,13.721,0.003
57590.59636,OGLE-I,13.722,0.003
57590.61017,OGLE-I,13.722,0.003
57590.62596,OGLE-I,13.721,0.003
57590.64161,OGLE-I,13.724,0.003
57590.65449,OGLE-I,13.722,0.003
57590.6673,OGLE-I,13.721,0.003
57590.67975,OGLE-I,13.721,0.003
57590.69247,OGLE-I,13.722,0.003
57590.70503,OGLE-I,13.722,0.003
57590.71776,OGLE-I,13.721,0.003
57590.73014,OGLE-I,13.722,0.003
57590.75726,OGLE-I,13.72,0.003
57590.80293,OGLE-I,13.724,0.003
57591.47372,OGLE-I,13.727,0.003
57591.50001,OGLE-I,13.727,0.003
57591.52001,OGLE-I,13.726,0.003
57591.53509,OGLE-I,13.724,0.003
57591.54812,OGLE-I,13.726,0.003
57591.56808,OGLE-I,13.725,0.003
57593.46803,OGLE-I,13.716,0.003
57593.48217,OGLE-I,13.715,0.003
57593.4948,OGLE-I,13.719,0.003
57593.50726,OGLE-I,13.716,0.003
57593.5299,OGLE-I,13.717,0.003
57593.54248,OGLE-I,13.72,0.003
57593.5641,OGLE-I,13.719,0.003
57593.5764,OGLE-I,13.714,0.003
57593.58893,OGLE-I,13.718,0.003
57593.60771,OGLE-I,13.719,0.003
57593.62256,OGLE-I,13.717,0.003
57593.63507,OGLE-I,13.719,0.003
57593.64781,OGLE-I,13.716,0.003
57593.66054,OGLE-I,13.716,0.003
57593.67303,OGLE-I,13.718,0.003
57593.68534,OGLE-I,13.718,0.003
57593.69771,OGLE-I,13.72,0.003
57593.71055,OGLE-I,13.716,0.003
57593.72308,OGLE-I,13.715,0.003
57593.73645,OGLE-I,13.718,0.003
57593.74894,OGLE-I,13.718,0.003
57593.76138,OGLE-I,13.716,0.003
57593.77383,OGLE-I,13.718,0.003
57593.7864,OGLE-I,13.706,0.003
57593.79423,OGLE-I,13.721,0.003
57593.80215,OGLE-I,13.718,0.003
57595.50971,OGLE-I,13.715,0.003
57595.52213,OGLE-I,13.718,0.003
57595.57055,OGLE-I,13.718,0.003
57595.60419,OGLE-I,13.722,0.003
57595.63979,OGLE-I,13.723,0.003
57595.70662,OGLE-I,13.717,0.003
57596.46903,OGLE-I,13.715,0.003
57596.48203,OGLE-I,13.72,0.003
57596.49919,OGLE-I,13.717,0.003
57596.51394,OGLE-I,13.715,0.003
57596.53584,OGLE-I,13.719,0.003
57596.54823,OGLE-I,13.716,0.003
57596.57409,OGLE-I,13.722,0.003
57596.58671,OGLE-I,13.721,0.003
57596.60869,OGLE-I,13.718,0.003
57597.56689,OGLE-I,13.714,0.003
57599.46921,OGLE-I,13.72,0.003
57599.48162,OGLE-I,13.714,0.003
57599.50847,OGLE-I,13.719,0.003
57599.53663,OGLE-I,13.718,0.003
57599.54903,OGLE-I,13.719,0.003
57599.57595,OGLE-I,13.72,0.003
57599.58988,OGLE-I,13.72,0.003
57599.62023,OGLE-I,13.72,0.003
57599.63333,OGLE-I,13.716,0.003
57599.65365,OGLE-I,13.717,0.003
57599.68539,OGLE-I,13.72,0.003
57599.71427,OGLE-I,13.721,0.003
57599.73072,OGLE-I,13.724,0.003
57599.74333,OGLE-I,13.72,0.003
57599.75586,OGLE-I,13.719,0.003
57599.76851,OGLE-I,13.717,0.003
57599.78082,OGLE-I,13.72,0.003
57599.79357,OGLE-I,13.719,0.003
57600.47661,OGLE-I,13.716,0.003
57600.49086,OGLE-I,13.714,0.003
57600.51745,OGLE-I,13.715,0.003
57600.54562,OGLE-I,13.721,0.003
57600.55825,OGLE-I,13.72,0.003
57600.58249,OGLE-I,13.715,0.003
57600.61205,OGLE-I,13.718,0.003
57600.64094,OGLE-I,13.72,0.003
57600.65328,OGLE-I,13.72,0.003
57600.67505,OGLE-I,13.719,0.003
57600.68764,OGLE-I,13.718,0.003
57600.70002,OGLE-I,13.716,0.003
57600.74452,OGLE-I,13.715,0.003
57600.77402,OGLE-I,13.718,0.003
57601.534,OGLE-I,13.72,0.003
57601.71216,OGLE-I,13.716,0.003
57601.73858,OGLE-I,13.718,0.003
57601.75096,OGLE-I,13.714,0.003
57601.7634,OGLE-I,13.719,0.003
57601.77592,OGLE-I,13.719,0.003
57602.46929,OGLE-I,13.712,0.003
57602.48209,OGLE-I,13.716,0.003
57602.49465,OGLE-I,13.716,0.003
57602.51546,OGLE-I,13.714,0.003
57602.52787,OGLE-I,13.712,0.003
57602.54021,OGLE-I,13.714,0.003
57602.5528,OGLE-I,13.717,0.003
57602.5658,OGLE-I,13.715,0.003
57602.57922,OGLE-I,13.716,0.003
57602.59225,OGLE-I,13.714,0.003
57602.6143,OGLE-I,13.715,0.003
57602.63623,OGLE-I,13.718,0.003
57602.64915,OGLE-I,13.716,0.003
57602.66166,OGLE-I,13.719,0.003
57602.67457,OGLE-I,13.716,0.003
57602.68701,OGLE-I,13.715,0.003
57602.69933,OGLE-I,13.715,0.003
57602.71187,OGLE-I,13.716,0.003
57602.7268,OGLE-I,13.714,0.003
57602.73925,OGLE-I,13.711,0.003
57602.75161,OGLE-I,13.718,0.003
57602.76414,OGLE-I,13.715,0.003
57602.7752,OGLE-I,13.716,0.003
57603.46972,OGLE-I,13.715,0.003
57603.48243,OGLE-I,13.714,0.003
57603.49486,OGLE-I,13.718,0.003
57603.50729,OGLE-I,13.715,0.003
57603.51985,OGLE-I,13.719,0.003
57603.54132,OGLE-I,13.719,0.003
57603.55419,OGLE-I,13.717,0.003
57603.57604,OGLE-I,13.72,0.003
57603.58926,OGLE-I,13.72,0.003
57603.60198,OGLE-I,13.718,0.003
57603.6148,OGLE-I,13.706,0.003
57603.62741,OGLE-I,13.718,0.003
57603.63986,OGLE-I,13.717,0.003
57603.65247,OGLE-I,13.716,0.003
57603.66493,OGLE-I,13.714,0.003
57603.67738,OGLE-I,13.72,0.003
57603.68974,OGLE-I,13.719,0.003
57603.7021,OGLE-I,13.717,0.003
57603.71718,OGLE-I,13.717,0.003
57603.72961,OGLE-I,13.717,0.003
57603.74236,OGLE-I,13.717,0.003
57603.75483,OGLE-I,13.715,0.003
57603.76721,OGLE-I,13.722,0.003
57603.77962,OGLE-I,13.719,0.003
57604.4773,OGLE-I,13.715,0.003
57604.49332,OGLE-I,13.72,0.003
57604.50572,OGLE-I,13.72,0.003
57604.51817,OGLE-I,13.717,0.003
57604.53069,OGLE-I,13.72,0.003
57604.54302,OGLE-I,13.721,0.003
57604.55548,OGLE-I,13.722,0.003
57604.56877,OGLE-I,13.72,0.003
57604.58235,OGLE-I,13.721,0.003
57604.59555,OGLE-I,13.725,0.003
57604.60824,OGLE-I,13.72,0.003
57604.62087,OGLE-I,13.725,0.003
57604.6336,OGLE-I,13.722,0.003
57604.64656,OGLE-I,13.724,0.003
57604.65954,OGLE-I,13.718,0.003
57604.67201,OGLE-I,13.722,0.003
57604.68447,OGLE-I,13.722,0.003
57604.69693,OGLE-I,13.724,0.003
57604.70957,OGLE-I,13.72,0.003
57604.72226,OGLE-I,13.724,0.003
57604.73476,OGLE-I,13.722,0.003
57604.74775,OGLE-I,13.721,0.003
57604.76044,OGLE-I,13.721,0.003
57605.47211,OGLE-I,13.711,0.003
57605.48456,OGLE-I,13.717,0.003
57605.497,OGLE-I,13.718,0.003
57605.51426,OGLE-I,13.713,0.003
57605.5268,OGLE-I,13.717,0.003
57605.53943,OGLE-I,13.717,0.003
57605.56149,OGLE-I,13.715,0.003
57605.57858,OGLE-I,13.718,0.003
57605.60035,OGLE-I,13.718,0.003
57605.61296,OGLE-I,13.719,0.003
57605.62554,OGLE-I,13.715,0.003
57605.63802,OGLE-I,13.714,0.003
57605.65077,OGLE-I,13.716,0.003
57605.66328,OGLE-I,13.714,0.003
57605.67595,OGLE-I,13.718,0.003
57605.68844,OGLE-I,13.712,0.003
57605.70081,OGLE-I,13.719,0.003
57605.71316,OGLE-I,13.716,0.003
57605.7256,OGLE-I,13.716,0.003
57605.73807,OGLE-I,13.716,0.003
57605.7504,OGLE-I,13.717,0.003
57605.76273,OGLE-I,13.714,0.003
57605.77511,OGLE-I,13.716,0.003
57606.65734,OGLE-I,13.716,0.003
57606.67185,OGLE-I,13.715,0.003
57606.68678,OGLE-I,13.715,0.003
57606.70183,OGLE-I,13.717,0.003
57606.71691,OGLE-I,13.711,0.003
57606.73731,OGLE-I,13.714,0.003
57607.46959,OGLE-I,13.722,0.003
57607.48462,OGLE-I,13.717,0.003
57607.49971,OGLE-I,13.721,0.003
57607.52367,OGLE-I,13.72,0.003
57607.54823,OGLE-I,13.724,0.003
57607.56464,OGLE-I,13.722,0.003
57607.58111,OGLE-I,13.719,0.003
57607.59609,OGLE-I,13.721,0.003
57607.61082,OGLE-I,13.722,0.003
57607.62542,OGLE-I,13.721,0.003
57607.63996,OGLE-I,13.723,0.003
57607.65448,OGLE-I,13.725,0.003
57607.66904,OGLE-I,13.721,0.003
57607.68347,OGLE-I,13.72,0.003
57607.69807,OGLE-I,13.72,0.003
57607.71257,OGLE-I,13.724,0.003
57607.72703,OGLE-I,13.724,0.003
57607.73989,OGLE-I,13.723,0.003
57607.75256,OGLE-I,13.721,0.003
57608.47141,OGLE-I,13.721,0.003
57608.48593,OGLE-I,13.719,0.003
57608.50051,OGLE-I,13.721,0.003
57608.51946,OGLE-I,13.724,0.003
57608.54408,OGLE-I,13.721,0.003
57608.5837,OGLE-I,13.722,0.003
57608.59859,OGLE-I,13.723,0.003
57608.61711,OGLE-I,13.722,0.003
57608.63187,OGLE-I,13.72,0.003
57608.64662,OGLE-I,13.721,0.003
57608.66139,OGLE-I,13.719,0.003
57608.67627,OGLE-I,13.718,0.003
57608.69104,OGLE-I,13.724,0.003
57608.70578,OGLE-I,13.718,0.003
57608.72132,OGLE-I,13.718,0.003
57608.73615,OGLE-I,13.718,0.003
57608.74858,OGLE-I,13.717,0.003
57608.76101,OGLE-I,13.719,0.003
57609.47225,OGLE-I,13.717,0.003
57609.50169,OGLE-I,13.715,0.003
57609.51648,OGLE-I,13.714,0.003
57609.53119,OGLE-I,13.714,0.003
57609.55703,OGLE-I,13.716,0.003
57609.58264,OGLE-I,13.719,0.003
57609.59783,OGLE-I,13.711,0.003
57609.6127,OGLE-I,13.717,0.003
57609.62733,OGLE-I,13.716,0.003
57609.64184,OGLE-I,13.715,0.003
57609.65743,OGLE-I,13.713,0.003
57609.67456,OGLE-I,13.716,0.003
57609.69123,OGLE-I,13.714,0.003
57609.70711,OGLE-I,13.714,0.003
57609.71984,OGLE-I,13.712,0.003
57609.73242,OGLE-I,13.711,0.003
57609.73874,OGLE-I,13.71,0.003
57609.74831,OGLE-I,13.695,0.003
57609.75772,OGLE-I,13.702,0.003
57610.4707,OGLE-I,13.716,0.003
57610.48599,OGLE-I,13.717,0.003
57610.50092,OGLE-I,13.72,0.003
57610.51572,OGLE-I,13.715,0.003
57610.53135,OGLE-I,13.72,0.003
57610.55137,OGLE-I,13.72,0.003
57610.57686,OGLE-I,13.72,0.003
57610.60121,OGLE-I,13.718,0.003
57610.61592,OGLE-I,13.717,0.003
57610.63058,OGLE-I,13.72,0.003
57610.64518,OGLE-I,13.719,0.003
57610.65987,OGLE-I,13.72,0.003
57610.67472,OGLE-I,13.717,0.003
57610.68937,OGLE-I,13.718,0.003
57610.7039,OGLE-I,13.715,0.003
57610.71867,OGLE-I,13.717,0.003
57611.48416,OGLE-I,13.724,0.003
57611.52126,OGLE-I,13.72,0.003
57611.55813,OGLE-I,13.721,0.003
57611.58008,OGLE-I,13.718,0.003
57611.6307,OGLE-I,13.72,0.003
57611.64593,OGLE-I,13.719,0.003
57611.66083,OGLE-I,13.718,0.003
57611.67603,OGLE-I,13.713,0.003
57611.72784,OGLE-I,13.717,0.003
57611.74248,OGLE-I,13.713,0.003
57612.49361,OGLE-I,13.717,0.003
57612.50622,OGLE-I,13.718,0.003
57612.51889,OGLE-I,13.716,0.003
57612.53141,OGLE-I,13.717,0.003
57612.54389,OGLE-I,13.719,0.003
57612.55845,OGLE-I,13.722,0.003
57612.57219,OGLE-I,13.718,0.003
57612.58463,OGLE-I,13.716,0.003
57612.5972,OGLE-I,13.718,0.003
57612.6099,OGLE-I,13.713,0.003
57612.62243,OGLE-I,13.721,0.003
57612.63485,OGLE-I,13.715,0.003
57612.64743,OGLE-I,13.715,0.003
57612.66003,OGLE-I,13.717,0.003
57612.6727,OGLE-I,13.716,0.003
57612.68526,OGLE-I,13.716,0.003
57612.69769,OGLE-I,13.714,0.003
