time,filter,magnitude,error
57612.71032,OGLE-I,13.712,0.003
57612.72297,OGLE-I,13.706,0.003
57612.7356,OGLE-I,13.718,0.003
57612.74708,OGLE-I,13.72,0.003
57616.49546,OGLE-I,13.721,0.003
57616.51069,OGLE-I,13.723,0.003
57616.54357,OGLE-I,13.722,0.003
57616.5593,OGLE-I,13.721,0.003
57616.57432,OGLE-I,13.721,0.003
57616.58928,OGLE-I,13.724,0.003
57616.60603,OGLE-I,13.721,0.003
57616.62072,OGLE-I,13.722,0.003
57616.65422,OGLE-I,13.721,0.003
57616.68837,OGLE-I,13.723,0.003
57616.72694,OGLE-I,13.723,0.003
57616.73751,OGLE-I,13.726,0.003
57617.49359,OGLE-I,13.718,0.003
57617.50855,OGLE-I,13.724,0.003
57617.52423,OGLE-I,13.722,0.003
57617.54026,OGLE-I,13.724,0.003
57617.55643,OGLE-I,13.724,0.003
57617.57132,OGLE-I,13.724,0.003
57617.58603,OGLE-I,13.723,0.003
57617.60063,OGLE-I,13.724,0.003
57617.61519,OGLE-I,13.722,0.003
57617.6298,OGLE-I,13.72,0.003
57617.64439,OGLE-I,13.723,0.003
57617.65896,OGLE-I,13.723,0.003
57617.6737,OGLE-I,13.725,0.003
57617.68815,OGLE-I,13.723,0.003
57617.70279,OGLE-I,13.719,0.003
57617.7169,OGLE-I,13.723,0.003
57617.72865,OGLE-I,13.726,0.003
57618.47254,OGLE-I,13.719,0.003
57618.48738,OGLE-I,13.714,0.003
57618.50162,OGLE-I,13.72,0.003
57618.51768,OGLE-I,13.715,0.003
57618.53348,OGLE-I,13.722,0.003
57618.54887,OGLE-I,13.716,0.003
57618.56319,OGLE-I,13.719,0.003
57618.5778,OGLE-I,13.72,0.003
57618.59225,OGLE-I,13.719,0.003
57618.6068,OGLE-I,13.719,0.003
57618.6214,OGLE-I,13.717,0.003
57618.63605,OGLE-I,13.717,0.003
57618.65053,OGLE-I,13.718,0.003
57618.66507,OGLE-I,13.722,0.003
57618.67974,OGLE-I,13.715,0.003
57618.69236,OGLE-I,13.717,0.003
57618.7049,OGLE-I,13.717,0.003
57618.71745,OGLE-I,13.717,0.003
57618.73008,OGLE-I,13.716,0.003
57619.52086,OGLE-I,13.718,0.003
57619.53604,OGLE-I,13.718,0.003
57619.5538,OGLE-I,13.719,0.003
57619.57749,OGLE-I,13.72,0.003
57621.47099,OGLE-I,13.72,0.003
57621.48601,OGLE-I,13.717,0.003
57621.5182,OGLE-I,13.725,0.003
57621.53461,OGLE-I,13.716,0.003
57621.54978,OGLE-I,13.719,0.003
57621.5647,OGLE-I,13.72,0.003
57621.57964,OGLE-I,13.716,0.003
57621.60007,OGLE-I,13.717,0.003
57621.61464,OGLE-I,13.715,0.003
57621.63466,OGLE-I,13.72,0.003
57621.64931,OGLE-I,13.718,0.003
57621.66428,OGLE-I,13.719,0.003
57621.67897,OGLE-I,13.72,0.003
57621.69597,OGLE-I,13.718,0.003
57622.47021,OGLE-I,13.717,0.003
57622.48543,OGLE-I,13.71,0.003
57622.50736,OGLE-I,13.719,0.003
57622.5232,OGLE-I,13.715,0.003
57622.53849,OGLE-I,13.714,0.003
57622.55657,OGLE-I,13.705,0.003
57622.57136,OGLE-I,13.714,0.003
57622.58698,OGLE-I,13.724,0.003
57622.61093,OGLE-I,13.721,0.003
57622.63509,OGLE-I,13.721,0.003
57622.64979,OGLE-I,13.717,0.003
57622.6646,OGLE-I,13.718,0.003
57622.67971,OGLE-I,13.715,0.003
57622.69223,OGLE-I,13.722,0.003
57622.70811,OGLE-I,13.721,0.003
57622.71759,OGLE-I,13.719,0.003
57623.47048,OGLE-I,13.718,0.003
57623.48581,OGLE-I,13.715,0.003
57623.50191,OGLE-I,13.72,0.003
57623.51704,OGLE-I,13.72,0.003
57623.53262,OGLE-I,13.718,0.003
57623.54724,OGLE-I,13.716,0.003
57623.57167,OGLE-I,13.718,0.003
57623.59593,OGLE-I,13.721,0.003
57623.61076,OGLE-I,13.719,0.003
57623.62532,OGLE-I,13.718,0.003
57623.64013,OGLE-I,13.719,0.003
57623.65483,OGLE-I,13.72,0.003
57623.66947,OGLE-I,13.717,0.003
57623.68417,OGLE-I,13.717,0.003
57623.69822,OGLE-I,13.719,0.003
57623.71097,OGLE-I,13.716,0.003
57624.47275,OGLE-I,13.718,0.003
57624.48776,OGLE-I,13.722,0.003
57624.50273,OGLE-I,13.721,0.003
57624.51929,OGLE-I,13.72,0.003
57624.54459,OGLE-I,13.718,0.003
57624.56873,OGLE-I,13.722,0.003
57624.58398,OGLE-I,13.715,0.003
57624.60215,OGLE-I,13.719,0.003
57624.61719,OGLE-I,13.716,0.003
57624.63216,OGLE-I,13.725,0.003
57624.64877,OGLE-I,13.721,0.003
57624.66398,OGLE-I,13.722,0.003
57624.67883,OGLE-I,13.717,0.003
57625.47454,OGLE-I,13.71,0.003
57625.48981,OGLE-I,13.714,0.003
57625.50582,OGLE-I,13.717,0.003
57625.52924,OGLE-I,13.717,0.003
57625.55329,OGLE-I,13.719,0.003
57625.57762,OGLE-I,13.715,0.003
57625.59234,OGLE-I,13.719,0.003
57625.60698,OGLE-I,13.72,0.003
57625.62148,OGLE-I,13.712,0.003
57625.6363,OGLE-I,13.716,0.003
57625.65115,OGLE-I,13.718,0.003
57625.67017,OGLE-I,13.718,0.003
57625.67378,OGLE-I,13.715,0.003
57626.47734,OGLE-I,13.717,0.003
57626.49264,OGLE-I,13.718,0.003
57626.50804,OGLE-I,13.709,0.003
57626.52477,OGLE-I,13.716,0.003
57626.53997,OGLE-I,13.715,0.003
57626.56277,OGLE-I,13.722,0.003
57626.59028,OGLE-I,13.716,0.003
57626.61459,OGLE-I,13.717,0.003
57626.6294,OGLE-I,13.718,0.003
57626.64425,OGLE-I,13.719,0.003
57626.65905,OGLE-I,13.719,0.003
57626.67414,OGLE-I,13.72,0.003
57630.47591,OGLE-I,13.717,0.003
57630.50146,OGLE-I,13.716,0.003
57630.52764,OGLE-I,13.719,0.003
57630.54257,OGLE-I,13.722,0.003
57630.55735,OGLE-I,13.714,0.003
57630.57247,OGLE-I,13.719,0.003
57630.5872,OGLE-I,13.714,0.003
57630.60172,OGLE-I,13.715,0.003
57630.61667,OGLE-I,13.722,0.003
57630.63179,OGLE-I,13.718,0.003
57630.64643,OGLE-I,13.718,0.003
57630.66088,OGLE-I,13.717,0.003
57631.47372,OGLE-I,13.717,0.003
57631.49448,OGLE-I,13.721,0.003
57631.51906,OGLE-I,13.721,0.003
57631.53446,OGLE-I,13.717,0.003
57631.54966,OGLE-I,13.72,0.003
57631.56435,OGLE-I,13.71,0.003
57631.57902,OGLE-I,13.718,0.003
57631.59432,OGLE-I,13.719,0.003
57631.60899,OGLE-I,13.718,0.003
57631.62346,OGLE-I,13.725,0.003
57631.63802,OGLE-I,13.719,0.003
57631.65257,OGLE-I,13.702,0.003
57632.47327,OGLE-I,13.716,0.003
57632.49385,OGLE-I,13.715,0.003
57632.51847,OGLE-I,13.718,0.003
57632.53384,OGLE-I,13.716,0.003
57632.54891,OGLE-I,13.715,0.003
57632.56385,OGLE-I,13.711,0.003
57632.57923,OGLE-I,13.715,0.003
57632.59416,OGLE-I,13.716,0.003
57632.6088,OGLE-I,13.716,0.003
57632.62341,OGLE-I,13.716,0.003
57632.63779,OGLE-I,13.712,0.003
57632.65153,OGLE-I,13.714,0.003
57633.5399,OGLE-I,13.714,0.003
57633.561,OGLE-I,13.718,0.003
57633.57625,OGLE-I,13.715,0.003
57633.59122,OGLE-I,13.716,0.003
57633.60689,OGLE-I,13.718,0.003
57633.62173,OGLE-I,13.716,0.003
57633.63658,OGLE-I,13.715,0.003
57633.6489,OGLE-I,13.714,0.003
57634.49245,OGLE-I,13.712,0.003
57634.52257,OGLE-I,13.717,0.003
57634.53727,OGLE-I,13.716,0.003
57634.55296,OGLE-I,13.711,0.003
57634.56775,OGLE-I,13.717,0.003
57634.58243,OGLE-I,13.718,0.003
57635.47821,OGLE-I,13.716,0.003
57635.49967,OGLE-I,13.711,0.003
57635.51417,OGLE-I,13.718,0.003
57635.53822,OGLE-I,13.716,0.003
57635.55302,OGLE-I,13.718,0.003
57635.57284,OGLE-I,13.718,0.003
57635.59017,OGLE-I,13.716,0.003
57635.6077,OGLE-I,13.711,0.003
57636.47466,OGLE-I,13.717,0.003
57636.4905,OGLE-I,13.715,0.003
57636.50746,OGLE-I,13.717,0.003
57636.52972,OGLE-I,13.714,0.003
57636.54452,OGLE-I,13.714,0.003
57636.55935,OGLE-I,13.72,0.003
57636.57411,OGLE-I,13.72,0.003
57636.58966,OGLE-I,13.715,0.003
57636.60448,OGLE-I,13.717,0.003
57636.61918,OGLE-I,13.715,0.003
57636.63157,OGLE-I,13.714,0.003
57636.64568,OGLE-I,13.718,0.003
57637.47531,OGLE-I,13.72,0.003
57637.4917,OGLE-I,13.72,0.003
57637.51721,OGLE-I,13.715,0.003
57637.53231,OGLE-I,13.717,0.003
57637.55011,OGLE-I,13.716,0.003
57637.56508,OGLE-I,13.719,0.003
57637.57953,OGLE-I,13.718,0.003
57637.59396,OGLE-I,13.719,0.003
57637.60865,OGLE-I,13.72,0.003
57637.62331,OGLE-I,13.713,0.003
57637.63592,OGLE-I,13.723,0.003
57638.48168,OGLE-I,13.719,0.003
57638.49715,OGLE-I,13.716,0.003
57638.51551,OGLE-I,13.715,0.003
57638.53019,OGLE-I,13.721,0.003
57638.54533,OGLE-I,13.719,0.003
57638.56654,OGLE-I,13.72,0.003
57638.58937,OGLE-I,13.721,0.003
57638.62003,OGLE-I,13.723,0.003
57639.47491,OGLE-I,13.719,0.003
57639.49667,OGLE-I,13.719,0.003
57639.51189,OGLE-I,13.717,0.003
57639.52968,OGLE-I,13.72,0.003
57639.55433,OGLE-I,13.717,0.003
57639.56953,OGLE-I,13.721,0.003
57639.58511,OGLE-I,13.72,0.003
57639.60017,OGLE-I,13.722,0.003
57639.6146,OGLE-I,13.716,0.003
57639.62902,OGLE-I,13.717,0.003
57643.49383,OGLE-I,13.718,0.003
57643.52044,OGLE-I,13.717,0.003
57643.57069,OGLE-I,13.715,0.003
57643.59836,OGLE-I,13.715,0.003
57643.61425,OGLE-I,13.723,0.003
57643.62891,OGLE-I,13.716,0.003
57644.49744,OGLE-I,13.715,0.003
57644.51243,OGLE-I,13.711,0.003
57644.52498,OGLE-I,13.716,0.003
57644.53732,OGLE-I,13.715,0.003
57644.54985,OGLE-I,13.714,0.003
57644.5632,OGLE-I,13.714,0.003
57644.58017,OGLE-I,13.72,0.003
57644.60112,OGLE-I,13.714,0.003
57644.61411,OGLE-I,13.719,0.003
57645.47834,OGLE-I,13.716,0.003
57645.49316,OGLE-I,13.717,0.003
57645.50784,OGLE-I,13.716,0.003
57645.52226,OGLE-I,13.715,0.003
57647.48001,OGLE-I,13.722,0.003
57647.49978,OGLE-I,13.715,0.003
57647.51459,OGLE-I,13.72,0.003
57647.53033,OGLE-I,13.719,0.003
57647.54518,OGLE-I,13.722,0.003
57647.56029,OGLE-I,13.721,0.003
57647.5752,OGLE-I,13.715,0.003
57647.58958,OGLE-I,13.715,0.003
57647.61141,OGLE-I,13.719,0.003
57648.49619,OGLE-I,13.717,0.003
57648.51097,OGLE-I,13.717,0.003
57648.52535,OGLE-I,13.717,0.003
57648.54038,OGLE-I,13.72,0.003
57648.55491,OGLE-I,13.72,0.003
57648.56984,OGLE-I,13.719,0.003
57648.58431,OGLE-I,13.714,0.003
57648.59869,OGLE-I,13.715,0.003
57648.61315,OGLE-I,13.716,0.003
57649.4802,OGLE-I,13.705,0.003
57649.50468,OGLE-I,13.721,0.003
57649.51996,OGLE-I,13.719,0.003
57649.53526,OGLE-I,13.719,0.003
57649.5498,OGLE-I,13.72,0.003
57649.56478,OGLE-I,13.718,0.003
57649.58019,OGLE-I,13.717,0.003
57649.59468,OGLE-I,13.716,0.003
57649.60938,OGLE-I,13.717,0.003
57650.54055,OGLE-I,13.718,0.003
57650.58461,OGLE-I,13.717,0.003
57651.53219,OGLE-I,13.715,0.003
57651.58479,OGLE-I,13.713,0.003
57652.51926,OGLE-I,13.718,0.003
57652.57505,OGLE-I,13.718,0.003
57653.52126,OGLE-I,13.716,0.003
57653.58275,OGLE-I,13.715,0.003
57654.53487,OGLE-I,13.715,0.003
57655.55163,OGLE-I,13.726,0.003
57656.47961,OGLE-I,13.723,0.003
57656.5647,OGLE-I,13.723,0.003
57657.51927,OGLE-I,13.719,0.003
57658.48256,OGLE-I,13.721,0.003
57659.58218,OGLE-I,13.719,0.003
57660.53497,OGLE-I,13.718,0.003
57660.57859,OGLE-I,13.718,0.003
57661.54146,OGLE-I,13.716,0.003
57662.48292,OGLE-I,13.715,0.003
57662.55152,OGLE-I,13.713,0.003
57664.52074,OGLE-I,13.72,0.003
57664.56767,OGLE-I,13.715,0.003
57666.4865,OGLE-I,13.723,0.003
57666.56713,OGLE-I,13.721,0.003
57667.56587,OGLE-I,13.723,0.003
57671.54534,OGLE-I,13.721,0.003
57673.54301,OGLE-I,13.726,0.003
57675.54944,OGLE-I,13.72,0.003
57681.4994,OGLE-I,13.726,0.003
57683.51506,OGLE-I,13.719,0.003
57687.51159,OGLE-I,13.715,0.003
57689.49993,OGLE-I,13.717,0.003
57690.49579,OGLE-I,13.719,0.003
57691.50502,OGLE-I,13.722,0.003
57790.8753,OGLE-I,13.72,0.003
57791.87039,OGLE-I,13.717,0.003
57792.86667,OGLE-I,13.723,0.003
57793.86408,OGLE-I,13.723,0.003
57794.86901,OGLE-I,13.72,0.003
57795.877,OGLE-I,13.722,0.003
57796.89171,OGLE-I,13.733,0.003
57797.88766,OGLE-I,13.727,0.003
57798.88903,OGLE-I,13.736,0.003
57799.88207,OGLE-I,13.728,0.003
57800.87887,OGLE-I,13.726,0.003
57801.85941,OGLE-I,13.723,0.003
57802.84531,OGLE-I,13.724,0.003
57803.83936,OGLE-I,13.717,0.003
57803.88598,OGLE-I,13.721,0.003
57807.85683,OGLE-I,13.718,0.003
57808.82347,OGLE-I,13.717,0.003
57809.81778,OGLE-I,13.724,0.003
57809.86775,OGLE-I,13.726,0.003
57810.81689,OGLE-I,13.723,0.003
57810.86268,OGLE-I,13.719,0.003
57811.82264,OGLE-I,13.716,0.003
57811.86812,OGLE-I,13.72,0.003
57812.83768,OGLE-I,13.726,0.003
57812.88413,OGLE-I,13.727,0.003
57813.82863,OGLE-I,13.719,0.003
57814.83824,OGLE-I,13.725,0.003
57814.88599,OGLE-I,13.726,0.003
57815.84995,OGLE-I,13.728,0.003
57815.89687,OGLE-I,13.726,0.003
57816.84168,OGLE-I,13.726,0.003
57816.88702,OGLE-I,13.719,0.003
57817.83833,OGLE-I,13.724,0.003
57817.8836,OGLE-I,13.728,0.003
57818.82455,OGLE-I,13.727,0.003
57818.86968,OGLE-I,13.73,0.003
57819.80437,OGLE-I,13.72,0.003
57819.84945,OGLE-I,13.727,0.003
57819.90177,OGLE-I,13.726,0.003
57820.85892,OGLE-I,13.729,0.003
57820.90382,OGLE-I,13.731,0.003
57821.84196,OGLE-I,13.727,0.003
57821.88656,OGLE-I,13.725,0.003
57822.82425,OGLE-I,13.722,0.003
57822.86894,OGLE-I,13.725,0.003
57823.80988,OGLE-I,13.722,0.003
57823.8542,OGLE-I,13.727,0.003
57823.89885,OGLE-I,13.723,0.003
57824.85032,OGLE-I,13.722,0.003
57824.89486,OGLE-I,13.724,0.003
57825.84203,OGLE-I,13.727,0.003
57825.88636,OGLE-I,13.727,0.003
57826.80033,OGLE-I,13.73,0.003
57826.84556,OGLE-I,13.727,0.003
57826.89023,OGLE-I,13.73,0.003
57827.81936,OGLE-I,13.724,0.003
57827.86373,OGLE-I,13.732,0.003
57828.83317,OGLE-I,13.727,0.003
57828.87778,OGLE-I,13.726,0.003
57829.81057,OGLE-I,13.726,0.003
57830.78859,OGLE-I,13.729,0.003
57830.8237,OGLE-I,13.721,0.003
57830.86614,OGLE-I,13.718,0.003
57830.90538,OGLE-I,13.728,0.003
57834.81634,OGLE-I,13.727,0.003
57834.86346,OGLE-I,13.722,0.003
57834.91052,OGLE-I,13.727,0.003
57835.78358,OGLE-I,13.721,0.003
57835.862,OGLE-I,13.718,0.003
57835.90888,OGLE-I,13.72,0.003
57836.7989,OGLE-I,13.728,0.003
57836.84779,OGLE-I,13.729,0.003
57836.89483,OGLE-I,13.725,0.003
57837.76644,OGLE-I,13.729,0.003
57837.81276,OGLE-I,13.731,0.003
57837.8593,OGLE-I,13.73,0.003
57837.90727,OGLE-I,13.726,0.003
57838.78162,OGLE-I,13.723,0.003
57838.83715,OGLE-I,13.721,0.003
57838.88449,OGLE-I,13.72,0.003
57839.74379,OGLE-I,13.722,0.003
57839.80304,OGLE-I,13.722,0.003
57839.84992,OGLE-I,13.724,0.003
57839.90176,OGLE-I,13.727,0.003
57840.76118,OGLE-I,13.72,0.003
57840.81317,OGLE-I,13.719,0.003
57840.86388,OGLE-I,13.723,0.003
57840.91241,OGLE-I,13.72,0.003
57841.78857,OGLE-I,13.717,0.003
57841.83463,OGLE-I,13.719,0.003
57841.88325,OGLE-I,13.72,0.003
57842.73629,OGLE-I,13.712,0.003
57842.78267,OGLE-I,13.723,0.003
57842.82854,OGLE-I,13.728,0.003
57842.87524,OGLE-I,13.723,0.003
57843.75155,OGLE-I,13.727,0.003
57843.79762,OGLE-I,13.728,0.003
57843.85314,OGLE-I,13.722,0.003
57843.90059,OGLE-I,13.73,0.003
57844.74798,OGLE-I,13.722,0.003
57844.80328,OGLE-I,13.723,0.003
57844.84921,OGLE-I,13.721,0.003
57844.89723,OGLE-I,13.723,0.003
57845.74124,OGLE-I,13.719,0.003
57845.79657,OGLE-I,13.722,0.003
57845.84271,OGLE-I,13.72,0.003
57845.8899,OGLE-I,13.724,0.003
57846.74306,OGLE-I,13.72,0.003
57846.78867,OGLE-I,13.717,0.003
57846.83464,OGLE-I,13.722,0.003
57846.88116,OGLE-I,13.725,0.003
57847.72272,OGLE-I,13.719,0.003
57847.76868,OGLE-I,13.723,0.003
57847.81457,OGLE-I,13.726,0.003
57847.87103,OGLE-I,13.725,0.003
57847.92026,OGLE-I,13.723,0.003
57848.75176,OGLE-I,13.722,0.003
57848.79765,OGLE-I,13.724,0.003
57848.84389,OGLE-I,13.723,0.003
57848.90244,OGLE-I,13.724,0.003
57849.73394,OGLE-I,13.723,0.003
57849.78038,OGLE-I,13.727,0.003
57849.82611,OGLE-I,13.732,0.003
57849.88362,OGLE-I,13.731,0.003
57850.7155,OGLE-I,13.727,0.003
57850.76143,OGLE-I,13.729,0.003
57850.80782,OGLE-I,13.729,0.003
57850.86493,OGLE-I,13.734,0.003
57850.91305,OGLE-I,13.732,0.003
57851.74845,OGLE-I,13.728,0.003
57851.79448,OGLE-I,13.724,0.003
57851.84101,OGLE-I,13.73,0.003
57851.90049,OGLE-I,13.725,0.003
57852.82163,OGLE-I,13.718,0.003
57852.87019,OGLE-I,13.722,0.003
57853.85724,OGLE-I,13.727,0.003
57853.9031,OGLE-I,13.729,0.003
57854.70514,OGLE-I,13.73,0.003
57854.74851,OGLE-I,13.729,0.003
57854.80385,OGLE-I,13.732,0.003
57854.85205,OGLE-I,13.729,0.003
57854.90095,OGLE-I,13.732,0.003
57855.74719,OGLE-I,13.729,0.003
57855.79402,OGLE-I,13.726,0.003
57855.84173,OGLE-I,13.73,0.003
57855.90111,OGLE-I,13.734,0.003
57856.72334,OGLE-I,13.728,0.003
57856.77126,OGLE-I,13.727,0.003
57856.82046,OGLE-I,13.73,0.003
57856.87001,OGLE-I,13.727,0.003
57857.83448,OGLE-I,13.731,0.003
57857.87336,OGLE-I,13.727,0.003
57857.90148,OGLE-I,13.727,0.003
57858.77038,OGLE-I,13.729,0.003
57858.78194,OGLE-I,13.729,0.003
57858.7945,OGLE-I,13.732,0.003
57858.80719,OGLE-I,13.727,0.003
57858.8186,OGLE-I,13.73,0.003
57858.82985,OGLE-I,13.732,0.003
57858.84118,OGLE-I,13.732,0.003
57858.85482,OGLE-I,13.725,0.003
57858.8711,OGLE-I,13.726,0.003
57858.88395,OGLE-I,13.723,0.003
57858.90369,OGLE-I,13.728,0.003
57858.91821,OGLE-I,13.725,0.003
57862.7151,OGLE-I,13.727,0.003
57862.76173,OGLE-I,13.728,0.003
57862.80906,OGLE-I,13.734,0.003
57862.85754,OGLE-I,13.73,0.003
57862.91761,OGLE-I,13.732,0.003
57863.7869,OGLE-I,13.732,0.003
57863.85851,OGLE-I,13.732,0.003
57863.91878,OGLE-I,13.731,0.003
57864.74529,OGLE-I,13.729,0.003
57864.82888,OGLE-I,13.733,0.003
57864.88027,OGLE-I,13.734,0.003
57865.67173,OGLE-I,13.732,0.003
57865.71741,OGLE-I,13.729,0.003
57865.76335,OGLE-I,13.731,0.003
57865.8216,OGLE-I,13.74,0.003
57866.68254,OGLE-I,13.729,0.003
57866.72915,OGLE-I,13.727,0.003
57866.77556,OGLE-I,13.731,0.003
57866.89312,OGLE-I,13.733,0.003
57867.70138,OGLE-I,13.723,0.003
57867.74819,OGLE-I,13.722,0.003
57867.80407,OGLE-I,13.731,0.003
57867.86349,OGLE-I,13.724,0.003
57867.91078,OGLE-I,13.73,0.003
57868.77369,OGLE-I,13.724,0.003
57868.83372,OGLE-I,13.724,0.003
57868.89746,OGLE-I,13.722,0.003
57869.6927,OGLE-I,13.724,0.003
57869.74177,OGLE-I,13.728,0.003
57869.788,OGLE-I,13.727,0.003
57869.85602,OGLE-I,13.728,0.003
57869.90449,OGLE-I,13.73,0.003
57870.72129,OGLE-I,13.724,0.003
57870.76868,OGLE-I,13.729,0.003
57870.83533,OGLE-I,13.726,0.003
57870.88366,OGLE-I,13.723,0.003
57870.93118,OGLE-I,13.724,0.003
57871.73798,OGLE-I,13.726,0.003
57871.78432,OGLE-I,13.728,0.003
57871.85653,OGLE-I,13.724,0.003
57871.91023,OGLE-I,13.73,0.003
57872.68445,OGLE-I,13.725,0.003
57872.75324,OGLE-I,13.728,0.003
57872.82071,OGLE-I,13.74,0.003
57872.88452,OGLE-I,13.731,0.003
57872.93313,OGLE-I,13.729,0.003
57873.70216,OGLE-I,13.723,0.003
57873.74816,OGLE-I,13.724,0.003
57873.795,OGLE-I,13.727,0.003
57873.86419,OGLE-I,13.726,0.003
57873.91483,OGLE-I,13.725,0.003
57874.67766,OGLE-I,13.72,0.003
57874.73263,OGLE-I,13.722,0.003
57874.78911,OGLE-I,13.723,0.003
57874.83828,OGLE-I,13.721,0.003
57874.88687,OGLE-I,13.724,0.003
57874.93331,OGLE-I,13.722,0.003
57875.82652,OGLE-I,13.729,0.003
57875.88514,OGLE-I,13.726,0.003
57875.92249,OGLE-I,13.724,0.003
57876.67343,OGLE-I,13.722,0.003
57876.72026,OGLE-I,13.72,0.003
57876.77825,OGLE-I,13.721,0.003
57876.84257,OGLE-I,13.726,0.003
57876.89004,OGLE-I,13.728,0.003
57877.65153,OGLE-I,13.722,0.003
57877.69758,OGLE-I,13.722,0.003
57877.75419,OGLE-I,13.728,0.003
57877.81245,OGLE-I,13.73,0.003
57877.86219,OGLE-I,13.724,0.003
57878.65659,OGLE-I,13.717,0.003
57878.75049,OGLE-I,13.726,0.003
57878.80874,OGLE-I,13.732,0.003
57878.86928,OGLE-I,13.724,0.003
57878.91532,OGLE-I,13.724,0.003
57879.6781,OGLE-I,13.723,0.003
57879.72449,OGLE-I,13.722,0.003
57879.77051,OGLE-I,13.728,0.003
57879.8617,OGLE-I,13.721,0.003
57880.67635,OGLE-I,13.727,0.003
57880.72236,OGLE-I,13.723,0.003
57880.76869,OGLE-I,13.727,0.003
57880.82878,OGLE-I,13.721,0.003
57880.88331,OGLE-I,13.726,0.003
57881.76732,OGLE-I,13.723,0.003
57881.81679,OGLE-I,13.725,0.003
57881.86639,OGLE-I,13.723,0.003
57881.92109,OGLE-I,13.724,0.003
57882.71178,OGLE-I,13.72,0.003
57882.75765,OGLE-I,13.716,0.003
57882.82632,OGLE-I,13.726,0.003
57882.87367,OGLE-I,13.721,0.003
57882.9293,OGLE-I,13.723,0.003
57889.88981,OGLE-I,13.732,0.003
57889.93708,OGLE-I,13.721,0.003
57890.72561,OGLE-I,13.722,0.003
57890.79391,OGLE-I,13.725,0.003
57890.86895,OGLE-I,13.724,0.003
57893.62725,OGLE-I,13.725,0.003
57893.67309,OGLE-I,13.72,0.003
57893.71944,OGLE-I,13.727,0.003
57893.77537,OGLE-I,13.726,0.003
57893.83337,OGLE-I,13.726,0.003
57893.88076,OGLE-I,13.73,0.003
57893.92676,OGLE-I,13.731,0.003
57894.61621,OGLE-I,13.723,0.003
57894.65691,OGLE-I,13.723,0.003
57894.71235,OGLE-I,13.724,0.003
57894.76825,OGLE-I,13.727,0.003
57894.81575,OGLE-I,13.725,0.003
57894.86258,OGLE-I,13.726,0.003
57894.90928,OGLE-I,13.724,0.003
57895.60363,OGLE-I,13.724,0.003
57895.67883,OGLE-I,13.725,0.003
57895.79869,OGLE-I,13.729,0.003
57897.6673,OGLE-I,13.729,0.003
57897.7142,OGLE-I,13.724,0.003
57897.77126,OGLE-I,13.727,0.003
57900.90707,OGLE-I,13.721,0.003
57900.9389,OGLE-I,13.718,0.003
57901.63527,OGLE-I,13.725,0.003
57901.68453,OGLE-I,13.727,0.003
57901.76427,OGLE-I,13.728,0.003
57901.82306,OGLE-I,13.728,0.003
57902.59671,OGLE-I,13.719,0.003
57902.63985,OGLE-I,13.721,0.003
57902.68719,OGLE-I,13.725,0.003
57902.7472,OGLE-I,13.724,0.003
57902.80318,OGLE-I,13.724,0.003
57902.9011,OGLE-I,13.722,0.003
57903.75074,OGLE-I,13.725,0.003
57903.80889,OGLE-I,13.721,0.003
57903.86469,OGLE-I,13.719,0.003
57903.91086,OGLE-I,13.725,0.003
57904.60874,OGLE-I,13.718,0.003
57904.65416,OGLE-I,13.729,0.003
57904.70768,OGLE-I,13.728,0.003
57904.76709,OGLE-I,13.729,0.003
57904.81539,OGLE-I,13.728,0.003
57904.8616,OGLE-I,13.726,0.003
57904.90714,OGLE-I,13.724,0.003
57905.57375,OGLE-I,13.726,0.003
57905.62102,OGLE-I,13.723,0.003
57905.66763,OGLE-I,13.729,0.003
57905.72295,OGLE-I,13.726,0.003
57905.78164,OGLE-I,13.728,0.003
57905.82857,OGLE-I,13.73,0.003
57905.87627,OGLE-I,13.727,0.003
57905.93198,OGLE-I,13.724,0.003
57906.58471,OGLE-I,13.723,0.003
57906.63062,OGLE-I,13.726,0.003
57906.6877,OGLE-I,13.729,0.003
57906.74403,OGLE-I,13.736,0.003
57906.79452,OGLE-I,13.73,0.003
57906.84114,OGLE-I,13.724,0.003
57906.88789,OGLE-I,13.728,0.003
57906.93408,OGLE-I,13.725,0.003
57907.62901,OGLE-I,13.726,0.003
57907.68284,OGLE-I,13.731,0.003
57907.73092,OGLE-I,13.73,0.003
57907.76722,OGLE-I,13.726,0.003
57908.56645,OGLE-I,13.727,0.003
57908.60075,OGLE-I,13.729,0.003
57908.64706,OGLE-I,13.727,0.003
57908.70246,OGLE-I,13.725,0.003
57908.76072,OGLE-I,13.724,0.003
57908.80837,OGLE-I,13.727,0.003
57908.85485,OGLE-I,13.727,0.003
57908.9016,OGLE-I,13.727,0.003
57908.93323,OGLE-I,13.725,0.003
57909.5792,OGLE-I,13.721,0.003
57909.62733,OGLE-I,13.722,0.003
57909.68389,OGLE-I,13.725,0.003
57909.73097,OGLE-I,13.728,0.003
57909.77947,OGLE-I,13.725,0.003
57909.82669,OGLE-I,13.722,0.003
57909.86664,OGLE-I,13.726,0.003
57909.91129,OGLE-I,13.722,0.003
57909.94097,OGLE-I,13.719,0.003
57910.58112,OGLE-I,13.724,0.003
57910.62704,OGLE-I,13.723,0.003
57910.68349,OGLE-I,13.726,0.003
